geo_id,project_id,latitude,longitude,state,district,village,location_name
GEO-000209,LG-000209,29.074627,76.33416,Haryana,Rewari,Shivpur (Rewari),Rewari Infrastructure Site 209
GEO-000210,LG-000210,30.77821,77.16553,Haryana,Rohtak,Nandpur (Rohtak),Rohtak Infrastructure Site 210
GEO-000211,LG-000211,30.88243,77.351613,Haryana,Sirsa,Kishanpur (Sirsa),Sirsa Infrastructure Site 211
GEO-000212,LG-000212,30.487771,77.141244,Haryana,Sonipat,Govindpur (Sonipat),Sonipat Infrastructure Site 212
GEO-000213,LG-000213,29.241737,75.658562,Haryana,Yamunanagar,Nandpur (Yamunanagar),Yamunanagar Infrastructure Site 213
GEO-000214,LG-000214,32.05846,76.372778,Himachal Pradesh,Bilaspur,Rampur (Bilaspur),Bilaspur Infrastructure Site 214
GEO-000215,LG-000215,31.412667,77.614813,Himachal Pradesh,Chamba,Kalyanpur (Chamba),Chamba Infrastructure Site 215
GEO-000216,LG-000216,32.320963,76.451297,Himachal Pradesh,Hamirpur,Kalyanpur (Hamirpur),Hamirpur Infrastructure Site 216
GEO-000217,LG-000217,31.374802,76.853896,Himachal Pradesh,Kangra,Kishanpur (Kangra),Kangra Infrastructure Site 217
GEO-000218,LG-000218,31.849453,76.874891,Himachal Pradesh,Kinnaur,Madhavpur (Kinnaur),Kinnaur Infrastructure Site 218
GEO-000219,LG-000219,32.597931,76.227605,Himachal Pradesh,Kullu,Bhavanipur (Kullu),Kullu Infrastructure Site 219
GEO-000220,LG-000220,32.029678,78.016675,Himachal Pradesh,Lahaul and Spiti,Madhavpur (Lahaul and Spiti),Lahaul and Spiti Infrastructure Site 220
GEO-000221,LG-000221,30.981372,76.797307,Himachal Pradesh,Mandi,Haripur (Mandi),Mandi Infrastructure Site 221
GEO-000222,LG-000222,31.081499,76.886558,Himachal Pradesh,Shimla,Gopalpur (Shimla),Shimla Infrastructure Site 222
GEO-000223,LG-000223,30.729834,77.586021,Himachal Pradesh,Sirmaur,Madhavpur (Sirmaur),Sirmaur Infrastructure Site 223
GEO-000224,LG-000224,32.445723,77.163797,Himachal Pradesh,Solan,Nandpur (Solan),Solan Infrastructure Site 224
GEO-000225,LG-000225,30.478617,78.876838,Himachal Pradesh,Una,Kalyanpur (Una),Una Infrastructure Site 225
GEO-000226,LG-000226,22.579004,85.652086,Jharkhand,Bokaro,Rampur (Bokaro),Bokaro Infrastructure Site 226
GEO-000227,LG-000227,23.568765,85.296918,Jharkhand,Chatra,Rampur (Chatra),Chatra Infrastructure Site 227
GEO-000228,LG-000228,24.791086,84.168726,Jharkhand,Deoghar,Fatehpur (Deoghar),Deoghar Infrastructure Site 228
GEO-000229,LG-000229,22.529713,86.670528,Jharkhand,Dhanbad,Sultanpur (Dhanbad),Dhanbad Infrastructure Site 229
GEO-000230,LG-000230,23.374275,86.154343,Jharkhand,Dumka,Devpur (Dumka),Dumka Infrastructure Site 230
GEO-000231,LG-000231,24.495284,83.447751,Jharkhand,East Singhbhum,Devpur (East Singhbhum),East Singhbhum Infrastructure Site 231
GEO-000232,LG-000232,23.209887,85.988247,Jharkhand,Garhwa,Bhavanipur (Garhwa),Garhwa Infrastructure Site 232
GEO-000233,LG-000233,22.49032,87.386032,Jharkhand,Giridih,Anandpur (Giridih),Giridih Infrastructure Site 233
GEO-000234,LG-000234,23.484611,85.702931,Jharkhand,Godda,Madhavpur (Godda),Godda Infrastructure Site 234
GEO-000235,LG-000235,23.763516,85.474028,Jharkhand,Gumla,Madhavpur (Gumla),Gumla Infrastructure Site 235
GEO-000236,LG-000236,23.977285,87.377988,Jharkhand,Hazaribagh,Devpur (Hazaribagh),Hazaribagh Infrastructure Site 236
GEO-000237,LG-000237,22.111424,83.874154,Jharkhand,Jamtara,Bhavanipur (Jamtara),Jamtara Infrastructure Site 237
GEO-000238,LG-000238,22.110194,86.198882,Jharkhand,Khunti,Haripur (Khunti),Khunti Infrastructure Site 238
GEO-000239,LG-000239,25.13166,85.023698,Jharkhand,Koderma,Bhavanipur (Koderma),Koderma Infrastructure Site 239
GEO-000240,LG-000240,22.828896,83.358706,Jharkhand,Latehar,Haripur (Latehar),Latehar Infrastructure Site 240
GEO-000241,LG-000241,22.673067,87.758846,Jharkhand,Lohardaga,Madhavpur (Lohardaga),Lohardaga Infrastructure Site 241
GEO-000242,LG-000242,22.349665,84.93467,Jharkhand,Pakur,Bhavanipur (Pakur),Pakur Infrastructure Site 242
GEO-000243,LG-000243,24.759518,86.636823,Jharkhand,Palamu,Shivpur (Palamu),Palamu Infrastructure Site 243
GEO-000244,LG-000244,24.944212,85.329124,Jharkhand,Ramgarh,Gopalpur (Ramgarh),Ramgarh Infrastructure Site 244
GEO-000245,LG-000245,22.41003,87.12035,Jharkhand,Ranchi,Devpur (Ranchi),Ranchi Infrastructure Site 245
GEO-000246,LG-000246,22.757804,83.739279,Jharkhand,Sahibganj,Devpur (Sahibganj),Sahibganj Infrastructure Site 246
GEO-000247,LG-000247,25.060629,83.537113,Jharkhand,Seraikela Kharsawan,Rampur (Seraikela Kharsawan),Seraikela Kharsawan Infrastructure Site 247
GEO-000248,LG-000248,25.149546,84.555557,Jharkhand,Simdega,Kalyanpur (Simdega),Simdega Infrastructure Site 248
GEO-000249,LG-000249,22.944207,87.80141,Jharkhand,West Singhbhum,Shivpur (West Singhbhum),West Singhbhum Infrastructure Site 249
GEO-000250,LG-000250,17.607986,75.244302,Karnataka,Bagalkot,Sultanpur (Bagalkot),Bagalkot Infrastructure Site 250
GEO-000251,LG-000251,14.088543,74.726761,Karnataka,Ballari,Sultanpur (Ballari),Ballari Infrastructure Site 251
GEO-000252,LG-000252,15.280599,78.196836,Karnataka,Belagavi,Bhavanipur (Belagavi),Belagavi Infrastructure Site 252
GEO-000253,LG-000253,14.45202,74.230553,Karnataka,Bengaluru Rural,Fatehpur (Bengaluru Rural),Bengaluru Rural Infrastructure Site 253
GEO-000254,LG-000254,16.010686,76.503666,Karnataka,Bengaluru Urban,Rampur (Bengaluru Urban),Bengaluru Urban Infrastructure Site 254
GEO-000255,LG-000255,14.600415,75.065161,Karnataka,Bidar,Devpur (Bidar),Bidar Infrastructure Site 255
GEO-000256,LG-000256,14.791303,76.444529,Karnataka,Chamarajanagar,Shivpur (Chamarajanagar),Chamarajanagar Infrastructure Site 256
GEO-000257,LG-000257,13.130087,77.344703,Karnataka,Chikkaballapura,Devpur (Chikkaballapura),Chikkaballapura Infrastructure Site 257
GEO-000258,LG-000258,12.018051,76.718292,Karnataka,Chikkamagaluru,Shivpur (Chikkamagaluru),Chikkamagaluru Infrastructure Site 258
GEO-000259,LG-000259,13.92492,75.793802,Karnataka,Chitradurga,Sultanpur (Chitradurga),Chitradurga Infrastructure Site 259
GEO-000260,LG-000260,12.260585,78.246018,Karnataka,Dakshina Kannada,Anandpur (Dakshina Kannada),Dakshina Kannada Infrastructure Site 260
GEO-000261,LG-000261,17.931921,77.733907,Karnataka,Davanagere,Nandpur (Davanagere),Davanagere Infrastructure Site 261
GEO-000262,LG-000262,16.208526,75.945666,Karnataka,Dharwad,Devpur (Dharwad),Dharwad Infrastructure Site 262
GEO-000263,LG-000263,17.874403,75.186311,Karnataka,Gadag,Fatehpur (Gadag),Gadag Infrastructure Site 263
GEO-000264,LG-000264,14.299198,74.233819,Karnataka,Hassan,Shivpur (Hassan),Hassan Infrastructure Site 264
GEO-000265,LG-000265,15.546974,75.334193,Karnataka,Haveri,Gopalpur (Haveri),Haveri Infrastructure Site 265
GEO-000266,LG-000266,15.205771,75.603442,Karnataka,Kalaburagi,Bhavanipur (Kalaburagi),Kalaburagi Infrastructure Site 266
GEO-000267,LG-000267,14.375937,75.678332,Karnataka,Kodagu,Nandpur (Kodagu),Kodagu Infrastructure Site 267
GEO-000268,LG-000268,13.321848,77.321749,Karnataka,Kolar,Kishanpur (Kolar),Kolar Infrastructure Site 268
GEO-000269,LG-000269,17.666374,77.25301,Karnataka,Koppal,Devpur (Koppal),Koppal Infrastructure Site 269
GEO-000270,LG-000270,16.285555,78.299744,Karnataka,Mandya,Madhavpur (Mandya),Mandya Infrastructure Site 270
GEO-000271,LG-000271,12.777882,74.453899,Karnataka,Mysuru,Shivpur (Mysuru),Mysuru Infrastructure Site 271
GEO-000272,LG-000272,17.854161,78.18401,Karnataka,Raichur,Govindpur (Raichur),Raichur Infrastructure Site 272
GEO-000273,LG-000273,14.903678,75.983688,Karnataka,Ramanagara,Sultanpur (Ramanagara),Ramanagara Infrastructure Site 273
GEO-000274,LG-000274,13.795664,78.579121,Karnataka,Shivamogga,Rampur (Shivamogga),Shivamogga Infrastructure Site 274
GEO-000275,LG-000275,11.763323,74.718777,Karnataka,Tumakuru,Chandpur (Tumakuru),Tumakuru Infrastructure Site 275
GEO-000276,LG-000276,17.432253,74.754788,Karnataka,Udupi,Devpur (Udupi),Udupi Infrastructure Site 276
GEO-000277,LG-000277,12.417797,75.694621,Karnataka,Uttara Kannada,Govindpur (Uttara Kannada),Uttara Kannada Infrastructure Site 277
GEO-000278,LG-000278,16.263494,74.158579,Karnataka,Vijayanagara,Kalyanpur (Vijayanagara),Vijayanagara Infrastructure Site 278
GEO-000279,LG-000279,15.324124,78.467639,Karnataka,Vijayapura,Sultanpur (Vijayapura),Vijayapura Infrastructure Site 279
GEO-000280,LG-000280,17.559944,74.92907,Karnataka,Yadgir,Madhavpur (Yadgir),Yadgir Infrastructure Site 280
GEO-000281,LG-000281,8.581685,75.469295,Kerala,Alappuzha,Devpur (Alappuzha),Alappuzha Infrastructure Site 281
GEO-000282,LG-000282,8.691537,75.383671,Kerala,Ernakulam,Kalyanpur (Ernakulam),Ernakulam Infrastructure Site 282
GEO-000283,LG-000283,8.757994,76.842471,Kerala,Idukki,Kalyanpur (Idukki),Idukki Infrastructure Site 283
GEO-000284,LG-000284,12.373308,76.240455,Kerala,Kannur,Fatehpur (Kannur),Kannur Infrastructure Site 284
GEO-000285,LG-000285,11.338808,75.928673,Kerala,Kasaragod,Shivpur (Kasaragod),Kasaragod Infrastructure Site 285
GEO-000286,LG-000286,12.678344,75.337435,Kerala,Kollam,Bhavanipur (Kollam),Kollam Infrastructure Site 286
GEO-000287,LG-000287,9.295073,77.364318,Kerala,Kottayam,Gopalpur (Kottayam),Kottayam Infrastructure Site 287
GEO-000288,LG-000288,9.624285,76.045548,Kerala,Kozhikode,Shivpur (Kozhikode),Kozhikode Infrastructure Site 288
GEO-000289,LG-000289,12.769894,74.996862,Kerala,Malappuram,Haripur (Malappuram),Malappuram Infrastructure Site 289
GEO-000290,LG-000290,10.275406,76.920325,Kerala,Palakkad,Rampur (Palakkad),Palakkad Infrastructure Site 290
GEO-000291,LG-000291,11.912638,75.115632,Kerala,Pathanamthitta,Sultanpur (Pathanamthitta),Pathanamthitta Infrastructure Site 291
GEO-000292,LG-000292,11.99792,74.929497,Kerala,Thiruvananthapuram,Govindpur (Thiruvananthapuram),Thiruvananthapuram Infrastructure Site 292
GEO-000293,LG-000293,10.319067,75.634495,Kerala,Thrissur,Haripur (Thrissur),Thrissur Infrastructure Site 293
GEO-000294,LG-000294,11.215506,75.885664,Kerala,Wayanad,Fatehpur (Wayanad),Wayanad Infrastructure Site 294
GEO-000295,LG-000295,26.105994,80.564122,Madhya Pradesh,Agar Malwa,Fatehpur (Agar Malwa),Agar Malwa Infrastructure Site 295
GEO-000296,LG-000296,21.952942,75.895438,Madhya Pradesh,Alirajpur,Kishanpur (Alirajpur),Alirajpur Infrastructure Site 296
GEO-000297,LG-000297,21.498983,75.088603,Madhya Pradesh,Anuppur,Haripur (Anuppur),Anuppur Infrastructure Site 297
GEO-000298,LG-000298,24.556056,78.372793,Madhya Pradesh,Ashoknagar,Bhavanipur (Ashoknagar),Ashoknagar Infrastructure Site 298
GEO-000299,LG-000299,22.280019,77.631956,Madhya Pradesh,Balaghat,Rampur (Balaghat),Balaghat Infrastructure Site 299
GEO-000300,LG-000300,24.171045,81.265927,Madhya Pradesh,Barwani,Nandpur (Barwani),Barwani Infrastructure Site 300
GEO-000301,LG-000301,22.473222,74.390043,Madhya Pradesh,Betul,Bhavanipur (Betul),Betul Infrastructure Site 301
GEO-000302,LG-000302,24.41496,79.012614,Madhya Pradesh,Bhind,Bhavanipur (Bhind),Bhind Infrastructure Site 302
GEO-000303,LG-000303,22.735319,78.749215,Madhya Pradesh,Bhopal,Bhavanipur (Bhopal),Bhopal Infrastructure Site 303
GEO-000304,LG-000304,26.058452,81.591247,Madhya Pradesh,Burhanpur,Haripur (Burhanpur),Burhanpur Infrastructure Site 304
GEO-000305,LG-000305,21.89495,81.287613,Madhya Pradesh,Chhatarpur,Madhavpur (Chhatarpur),Chhatarpur Infrastructure Site 305
GEO-000306,LG-000306,24.101349,77.756679,Madhya Pradesh,Chhindwara,Haripur (Chhindwara),Chhindwara Infrastructure Site 306
GEO-000307,LG-000307,24.724101,78.849991,Madhya Pradesh,Damoh,Bhavanipur (Damoh),Damoh Infrastructure Site 307
GEO-000308,LG-000308,26.767478,82.526607,Madhya Pradesh,Datia,Kishanpur (Datia),Datia Infrastructure Site 308
GEO-000309,LG-000309,21.783103,77.200633,Madhya Pradesh,Dewas,Govindpur (Dewas),Dewas Infrastructure Site 309
GEO-000310,LG-000310,25.322798,75.86929,Madhya Pradesh,Dhar,Fatehpur (Dhar),Dhar Infrastructure Site 310
GEO-000311,LG-000311,21.832478,82.670179,Madhya Pradesh,Dindori,Nandpur (Dindori),Dindori Infrastructure Site 311
GEO-000312,LG-000312,26.201552,78.001373,Madhya Pradesh,Guna,Haripur (Guna),Guna Infrastructure Site 312
GEO-000313,LG-000313,22.498753,78.267412,Madhya Pradesh,Gwalior,Fatehpur (Gwalior),Gwalior Infrastructure Site 313
GEO-000314,LG-000314,26.560524,79.012112,Madhya Pradesh,Harda,Haripur (Harda),Harda Infrastructure Site 314
GEO-000315,LG-000315,23.941531,75.366536,Madhya Pradesh,Narmadapuram,Anandpur (Narmadapuram),Narmadapuram Infrastructure Site 315
GEO-000316,LG-000316,23.220851,79.02179,Madhya Pradesh,Indore,Sultanpur (Indore),Indore Infrastructure Site 316
GEO-000317,LG-000317,25.059551,82.236536,Madhya Pradesh,Jabalpur,Chandpur (Jabalpur),Jabalpur Infrastructure Site 317
GEO-000318,LG-000318,26.506482,78.514413,Madhya Pradesh,Jhabua,Kishanpur (Jhabua),Jhabua Infrastructure Site 318
GEO-000319,LG-000319,23.056943,79.569296,Madhya Pradesh,Katni,Madhavpur (Katni),Katni Infrastructure Site 319
GEO-000320,LG-000320,21.371991,78.10906,Madhya Pradesh,Khandwa,Madhavpur (Khandwa),Khandwa Infrastructure Site 320
GEO-000321,LG-000321,22.407972,79.621118,Madhya Pradesh,Khargone,Nandpur (Khargone),Khargone Infrastructure Site 321
GEO-000322,LG-000322,23.395213,81.41472,Madhya Pradesh,Mandla,Madhavpur (Mandla),Mandla Infrastructure Site 322
GEO-000323,LG-000323,26.146314,75.476565,Madhya Pradesh,Mandsaur,Govindpur (Mandsaur),Mandsaur Infrastructure Site 323
GEO-000324,LG-000324,25.858019,78.36438,Madhya Pradesh,Morena,Gopalpur (Morena),Morena Infrastructure Site 324
GEO-000325,LG-000325,21.768963,77.414576,Madhya Pradesh,Narsinghpur,Gopalpur (Narsinghpur),Narsinghpur Infrastructure Site 325
GEO-000326,LG-000326,23.712037,82.41472,Madhya Pradesh,Neemuch,Fatehpur (Neemuch),Neemuch Infrastructure Site 326
GEO-000327,LG-000327,24.753077,77.438251,Madhya Pradesh,Niwari,Kalyanpur (Niwari),Niwari Infrastructure Site 327
GEO-000328,LG-000328,22.159304,78.120311,Madhya Pradesh,Panna,Govindpur (Panna),Panna Infrastructure Site 328
GEO-000329,LG-000329,22.715651,78.752729,Madhya Pradesh,Raisen,Anandpur (Raisen),Raisen Infrastructure Site 329
GEO-000330,LG-000330,26.63153,75.436031,Madhya Pradesh,Rajgarh,Anandpur (Rajgarh),Rajgarh Infrastructure Site 330
GEO-000331,LG-000331,23.266925,77.860194,Madhya Pradesh,Ratlam,Shivpur (Ratlam),Ratlam Infrastructure Site 331
GEO-000332,LG-000332,25.667314,82.06835,Madhya Pradesh,Rewa,Fatehpur (Rewa),Rewa Infrastructure Site 332
GEO-000333,LG-000333,21.995608,79.072851,Madhya Pradesh,Sagar,Devpur (Sagar),Sagar Infrastructure Site 333
GEO-000334,LG-000334,21.10618,79.02228,Madhya Pradesh,Satna,Rampur (Satna),Satna Infrastructure Site 334
GEO-000335,LG-000335,24.355026,81.902318,Madhya Pradesh,Sehore,Devpur (Sehore),Sehore Infrastructure Site 335
GEO-000336,LG-000336,23.394638,76.645854,Madhya Pradesh,Seoni,Anandpur (Seoni),Seoni Infrastructure Site 336
GEO-000337,LG-000337,26.107317,78.507972,Madhya Pradesh,Shahdol,Fatehpur (Shahdol),Shahdol Infrastructure Site 337
GEO-000338,LG-000338,23.490227,74.458914,Madhya Pradesh,Shajapur,Madhavpur (Shajapur),Shajapur Infrastructure Site 338
GEO-000339,LG-000339,26.642865,75.316257,Madhya Pradesh,Sheopur,Fatehpur (Sheopur),Sheopur Infrastructure Site 339
GEO-000340,LG-000340,26.045293,77.780402,Madhya Pradesh,Shivpuri,Anandpur (Shivpuri),Shivpuri Infrastructure Site 340
GEO-000341,LG-000341,26.727965,82.123359,Madhya Pradesh,Sidhi,Madhavpur (Sidhi),Sidhi Infrastructure Site 341
GEO-000342,LG-000342,26.404615,74.517397,Madhya Pradesh,Singrauli,Haripur (Singrauli),Singrauli Infrastructure Site 342
GEO-000343,LG-000343,25.002052,77.647992,Madhya Pradesh,Tikamgarh,Kalyanpur (Tikamgarh),Tikamgarh Infrastructure Site 343
GEO-000344,LG-000344,25.233157,74.713251,Madhya Pradesh,Ujjain,Kalyanpur (Ujjain),Ujjain Infrastructure Site 344
GEO-000345,LG-000345,25.358192,75.813394,Madhya Pradesh,Umaria,Devpur (Umaria),Umaria Infrastructure Site 345
GEO-000346,LG-000346,23.633169,78.284265,Madhya Pradesh,Vidisha,Bhavanipur (Vidisha),Vidisha Infrastructure Site 346
GEO-000347,LG-000347,23.081194,80.847803,Madhya Pradesh,Mauganj,Govindpur (Mauganj),Mauganj Infrastructure Site 347
GEO-000348,LG-000348,25.036499,75.64503,Madhya Pradesh,Maihar,Devpur (Maihar),Maihar Infrastructure Site 348
GEO-000349,LG-000349,23.792947,76.02897,Madhya Pradesh,Pandhurna,Gopalpur (Pandhurna),Pandhurna Infrastructure Site 349
GEO-000350,LG-000350,16.907785,80.272001,Maharashtra,Ahilyanagar,Govindpur (Ahilyanagar),Ahilyanagar Infrastructure Site 350
GEO-000351,LG-000351,19.269895,78.410096,Maharashtra,Akola,Rampur (Akola),Akola Infrastructure Site 351
GEO-000352,LG-000352,16.976003,79.863029,Maharashtra,Amravati,Rampur (Amravati),Amravati Infrastructure Site 352
GEO-000353,LG-000353,21.548931,75.870089,Maharashtra,Chhatrapati Sambhajinagar,Kalyanpur (Chhatrapati Sambhajinagar),Chhatrapati Sambhajinagar Infrastructure Site 353
GEO-000354,LG-000354,18.570082,75.752063,Maharashtra,Beed,Kishanpur (Beed),Beed Infrastructure Site 354
GEO-000355,LG-000355,19.334994,78.693122,Maharashtra,Bhandara,Kishanpur (Bhandara),Bhandara Infrastructure Site 355
GEO-000356,LG-000356,15.601085,79.277062,Maharashtra,Buldhana,Kalyanpur (Buldhana),Buldhana Infrastructure Site 356
GEO-000357,LG-000357,19.167959,76.75426,Maharashtra,Chandrapur,Kishanpur (Chandrapur),Chandrapur Infrastructure Site 357
GEO-000358,LG-000358,19.353834,75.490491,Maharashtra,Dharashiv,Haripur (Dharashiv),Dharashiv Infrastructure Site 358
GEO-000359,LG-000359,20.489684,78.637545,Maharashtra,Dhule,Nandpur (Dhule),Dhule Infrastructure Site 359
GEO-000360,LG-000360,21.37581,73.236539,Maharashtra,Gadchiroli,Shivpur (Gadchiroli),Gadchiroli Infrastructure Site 360
GEO-000361,LG-000361,21.558843,75.799252,Maharashtra,Gondia,Madhavpur (Gondia),Gondia Infrastructure Site 361
GEO-000362,LG-000362,16.765564,78.261848,Maharashtra,Hingoli,Gopalpur (Hingoli),Hingoli Infrastructure Site 362
GEO-000363,LG-000363,17.553081,73.092851,Maharashtra,Jalgaon,Nandpur (Jalgaon),Jalgaon Infrastructure Site 363
GEO-000364,LG-000364,16.814055,75.732294,Maharashtra,Jalna,Kishanpur (Jalna),Jalna Infrastructure Site 364
GEO-000365,LG-000365,19.856841,73.234202,Maharashtra,Kolhapur,Nandpur (Kolhapur),Kolhapur Infrastructure Site 365
GEO-000366,LG-000366,21.848417,77.454454,Maharashtra,Latur,Chandpur (Latur),Latur Infrastructure Site 366
GEO-000367,LG-000367,21.542148,72.862244,Maharashtra,Mumbai City,Haripur (Mumbai City),Mumbai City Infrastructure Site 367
GEO-000368,LG-000368,15.89601,79.902757,Maharashtra,Mumbai Suburban,Shivpur (Mumbai Suburban),Mumbai Suburban Infrastructure Site 368
GEO-000369,LG-000369,18.853684,77.351377,Maharashtra,Nagpur,Rampur (Nagpur),Nagpur Infrastructure Site 369
GEO-000370,LG-000370,17.64805,80.573558,Maharashtra,Nanded,Bhavanipur (Nanded),Nanded Infrastructure Site 370
GEO-000371,LG-000371,20.912528,75.471501,Maharashtra,Nandurbar,Rampur (Nandurbar),Nandurbar Infrastructure Site 371
GEO-000372,LG-000372,17.369622,80.761403,Maharashtra,Nashik,Madhavpur (Nashik),Nashik Infrastructure Site 372
GEO-000373,LG-000373,18.993435,78.57285,Maharashtra,Palghar,Gopalpur (Palghar),Palghar Infrastructure Site 373
GEO-000374,LG-000374,21.007249,78.25255,Maharashtra,Parbhani,Haripur (Parbhani),Parbhani Infrastructure Site 374
GEO-000375,LG-000375,20.080449,75.815397,Maharashtra,Pune,Chandpur (Pune),Pune Infrastructure Site 375
GEO-000376,LG-000376,19.37082,72.685866,Maharashtra,Raigad,Bhavanipur (Raigad),Raigad Infrastructure Site 376
GEO-000377,LG-000377,21.230562,77.305375,Maharashtra,Ratnagiri,Anandpur (Ratnagiri),Ratnagiri Infrastructure Site 377
GEO-000378,LG-000378,17.68709,75.212383,Maharashtra,Sangli,Chandpur (Sangli),Sangli Infrastructure Site 378
GEO-000379,LG-000379,16.881427,80.664485,Maharashtra,Satara,Kishanpur (Satara),Satara Infrastructure Site 379
GEO-000380,LG-000380,21.595001,78.303573,Maharashtra,Sindhudurg,Sultanpur (Sindhudurg),Sindhudurg Infrastructure Site 380
GEO-000381,LG-000381,21.599669,72.928029,Maharashtra,Solapur,Fatehpur (Solapur),Solapur Infrastructure Site 381
GEO-000382,LG-000382,20.671852,76.437932,Maharashtra,Thane,Devpur (Thane),Thane Infrastructure Site 382
GEO-000383,LG-000383,21.761303,76.155771,Maharashtra,Wardha,Shivpur (Wardha),Wardha Infrastructure Site 383
GEO-000384,LG-000384,19.202249,80.185267,Maharashtra,Washim,Haripur (Washim),Washim Infrastructure Site 384
GEO-000385,LG-000385,19.100052,73.829738,Maharashtra,Yavatmal,Rampur (Yavatmal),Yavatmal Infrastructure Site 385
GEO-000386,LG-000386,25.183387,93.263056,Manipur,Bishnupur,Gopalpur (Bishnupur),Bishnupur Infrastructure Site 386
GEO-000387,LG-000387,24.572668,93.300785,Manipur,Chandel,Kalyanpur (Chandel),Chandel Infrastructure Site 387
GEO-000388,LG-000388,25.686154,93.629005,Manipur,Churachandpur,Kishanpur (Churachandpur),Churachandpur Infrastructure Site 388
GEO-000389,LG-000389,24.531171,93.760332,Manipur,Imphal East,Govindpur (Imphal East),Imphal East Infrastructure Site 389
GEO-000390,LG-000390,24.583752,93.679014,Manipur,Imphal West,Anandpur (Imphal West),Imphal West Infrastructure Site 390
GEO-000391,LG-000391,23.949907,93.97953,Manipur,Jiribam,Madhavpur (Jiribam),Jiribam Infrastructure Site 391
GEO-000392,LG-000392,23.975305,94.033187,Manipur,Kakching,Devpur (Kakching),Kakching Infrastructure Site 392
GEO-000393,LG-000393,25.370047,93.935264,Manipur,Kamjong,Sultanpur (Kamjong),Kamjong Infrastructure Site 393
GEO-000394,LG-000394,24.332165,93.858697,Manipur,Kangpokpi,Bhavanipur (Kangpokpi),Kangpokpi Infrastructure Site 394
GEO-000395,LG-000395,25.122087,93.646034,Manipur,Noney,Sultanpur (Noney),Noney Infrastructure Site 395
GEO-000396,LG-000396,24.632761,93.343478,Manipur,Pherzawl,Sultanpur (Pherzawl),Pherzawl Infrastructure Site 396
GEO-000397,LG-000397,24.102524,93.449263,Manipur,Senapati,Kalyanpur (Senapati),Senapati Infrastructure Site 397
GEO-000398,LG-000398,24.348781,93.882112,Manipur,Tamenglong,Rampur (Tamenglong),Tamenglong Infrastructure Site 398
GEO-000399,LG-000399,24.998718,93.972777,Manipur,Tengnoupal,Kalyanpur (Tengnoupal),Tengnoupal Infrastructure Site 399
GEO-000400,LG-000400,24.514179,93.341126,Manipur,Thoubal,Kalyanpur (Thoubal),Thoubal Infrastructure Site 400
GEO-000401,LG-000401,24.398004,94.225874,Manipur,Ukhrul,Gopalpur (Ukhrul),Ukhrul Infrastructure Site 401
GEO-000402,LG-000402,25.395762,90.635475,Meghalaya,East Garo Hills,Kalyanpur (East Garo Hills),East Garo Hills Infrastructure Site 402
GEO-000403,LG-000403,25.881157,91.74817,Meghalaya,East Jaintia Hills,Anandpur (East Jaintia Hills),East Jaintia Hills Infrastructure Site 403
GEO-000404,LG-000404,25.810396,90.514372,Meghalaya,East Khasi Hills,Kalyanpur (East Khasi Hills),East Khasi Hills Infrastructure Site 404
GEO-000405,LG-000405,25.152294,92.056589,Meghalaya,Eastern West Khasi Hills,Sultanpur (Eastern West Khasi Hills),Eastern West Khasi Hills Infrastructure Site 405
GEO-000406,LG-000406,25.643483,90.901136,Meghalaya,North Garo Hills,Devpur (North Garo Hills),North Garo Hills Infrastructure Site 406
GEO-000407,LG-000407,25.458253,90.853495,Meghalaya,Ri Bhoi,Devpur (Ri Bhoi),Ri Bhoi Infrastructure Site 407
GEO-000408,LG-000408,25.700488,91.159027,Meghalaya,South Garo Hills,Haripur (South Garo Hills),South Garo Hills Infrastructure Site 408
GEO-000409,LG-000409,25.759973,90.489046,Meghalaya,South West Garo Hills,Govindpur (South West Garo Hills),South West Garo Hills Infrastructure Site 409
GEO-000410,LG-000410,25.776842,92.241202,Meghalaya,South West Khasi Hills,Rampur (South West Khasi Hills),South West Khasi Hills Infrastructure Site 410
GEO-000411,LG-000411,25.372357,90.001539,Meghalaya,West Garo Hills,Sultanpur (West Garo Hills),West Garo Hills Infrastructure Site 411
GEO-000412,LG-000412,25.491705,91.050009,Meghalaya,West Jaintia Hills,Fatehpur (West Jaintia Hills),West Jaintia Hills Infrastructure Site 412
GEO-000413,LG-000413,25.195258,91.53478,Meghalaya,West Khasi Hills,Gopalpur (West Khasi Hills),West Khasi Hills Infrastructure Site 413
GEO-000414,LG-000414,21.93222,92.758798,Mizoram,Aizawl,Nandpur (Aizawl),Aizawl Infrastructure Site 414
GEO-000415,LG-000415,23.072127,92.348166,Mizoram,Champhai,Kishanpur (Champhai),Champhai Infrastructure Site 415
GEO-000416,LG-000416,24.12161,92.548396,Mizoram,Hnahthial,Haripur (Hnahthial),Hnahthial Infrastructure Site 416
GEO-000417,LG-000417,23.351055,93.368101,Mizoram,Khawzawl,Chandpur (Khawzawl),Khawzawl Infrastructure Site 417
GEO-000418,LG-000418,21.912326,92.939298,Mizoram,Kolasib,Chandpur (Kolasib),Kolasib Infrastructure Site 418
GEO-000419,LG-000419,23.986309,92.392308,Mizoram,Lawngtlai,Rampur (Lawngtlai),Lawngtlai Infrastructure Site 419
