doc_id,project_id,document_type,submitted_flag,verified_flag,issue_flag,submission_date,verification_date,doc_status
DOC-0001186,LG-000114,Compensation Document,1,1,0,2018-04-29,2018-05-28,Verified
DOC-0001187,LG-000114,Compensation Document,1,1,0,2018-05-02,2018-05-24,Verified
DOC-0001188,LG-000114,Identity Document,1,1,1,2018-04-22,2018-05-08,Verified
DOC-0001189,LG-000114,Land Record,1,1,0,2018-04-27,2018-05-23,Verified
DOC-0001190,LG-000114,Land Record,1,1,0,2018-04-11,2018-04-29,Verified
DOC-0001191,LG-000115,Land Record,1,0,0,2022-08-30,,Submitted
DOC-0001192,LG-000115,Land Record,1,0,1,2022-09-14,,Submitted
DOC-0001193,LG-000115,Survey Record,1,1,0,2022-08-27,2022-09-24,Verified
DOC-0001194,LG-000115,Land Record,1,1,0,2022-08-18,2022-09-18,Verified
DOC-0001195,LG-000115,Identity Document,1,1,0,2022-09-19,2022-10-04,Verified
DOC-0001196,LG-000115,Land Record,1,1,0,2022-09-12,2022-09-24,Verified
DOC-0001197,LG-000115,Compensation Document,1,1,0,2022-08-04,2022-08-18,Verified
DOC-0001198,LG-000115,Ownership Proof,1,1,0,2022-08-02,2022-09-04,Verified
DOC-0001199,LG-000115,Compensation Document,0,0,0,,,Pending
DOC-0001200,LG-000115,Survey Record,1,0,0,2022-09-21,,Submitted
DOC-0001201,LG-000116,Survey Record,1,1,1,2021-08-01,2021-09-03,Verified
DOC-0001202,LG-000116,Compensation Document,1,1,0,2021-09-16,2021-10-09,Verified
DOC-0001203,LG-000116,Ownership Proof,1,0,0,2021-08-12,,Submitted
DOC-0001204,LG-000116,Identity Document,1,0,0,2021-08-20,,Submitted
DOC-0001205,LG-000116,Ownership Proof,1,1,0,2021-08-27,2021-09-10,Verified
DOC-0001206,LG-000116,Ownership Proof,1,0,0,2021-09-04,,Submitted
DOC-0001207,LG-000116,Land Record,1,0,0,2021-08-28,,Submitted
DOC-0001208,LG-000116,Survey Record,0,0,0,,,Pending
DOC-0001209,LG-000116,Ownership Proof,1,0,1,2021-07-31,,Submitted
DOC-0001210,LG-000116,Ownership Proof,1,0,0,2021-08-12,,Submitted
DOC-0001211,LG-000116,Ownership Proof,1,1,0,2021-09-18,2021-10-14,Verified
DOC-0001212,LG-000116,Survey Record,1,1,0,2021-08-03,2021-08-17,Verified
DOC-0001213,LG-000117,Ownership Proof,1,1,0,2024-03-29,2024-05-03,Verified
DOC-0001214,LG-000117,Land Record,1,1,0,2024-04-16,2024-05-13,Verified
DOC-0001215,LG-000117,Compensation Document,1,1,1,2024-03-18,2024-04-01,Verified
DOC-0001216,LG-000117,Survey Record,1,0,0,2024-03-25,,Submitted
DOC-0001217,LG-000117,Survey Record,1,0,0,2024-04-01,,Submitted
DOC-0001218,LG-000117,Compensation Document,1,1,0,2024-04-15,2024-05-12,Verified
DOC-0001219,LG-000117,Land Record,1,1,0,2024-03-14,2024-04-04,Verified
DOC-0001220,LG-000117,Land Record,1,1,0,2024-03-11,2024-04-06,Verified
DOC-0001221,LG-000117,Compensation Document,1,1,0,2024-03-13,2024-03-24,Verified
DOC-0001222,LG-000117,Identity Document,1,1,0,2024-03-22,2024-04-09,Verified
DOC-0001223,LG-000117,Ownership Proof,1,1,0,2024-03-12,2024-03-31,Verified
DOC-0001224,LG-000118,Identity Document,1,1,1,2018-07-08,2018-07-26,Verified
DOC-0001225,LG-000118,Land Record,1,0,1,2018-07-15,,Submitted
DOC-0001226,LG-000118,Survey Record,1,0,1,2018-08-16,,Submitted
DOC-0001227,LG-000118,Identity Document,1,1,0,2018-08-14,2018-08-28,Verified
DOC-0001228,LG-000118,Compensation Document,1,1,1,2018-07-07,2018-08-07,Verified
DOC-0001229,LG-000118,Identity Document,1,1,0,2018-08-03,2018-08-14,Verified
DOC-0001230,LG-000119,Compensation Document,1,1,1,2020-03-29,2020-04-10,Verified
DOC-0001231,LG-000119,Survey Record,1,1,0,2020-03-23,2020-04-23,Verified
DOC-0001232,LG-000119,Identity Document,1,1,0,2020-05-05,2020-06-02,Verified
DOC-0001233,LG-000119,Land Record,1,1,0,2020-03-17,2020-03-29,Verified
DOC-0001234,LG-000119,Survey Record,1,1,0,2020-04-04,2020-04-21,Verified
DOC-0001235,LG-000119,Survey Record,1,1,0,2020-04-30,2020-05-27,Verified
DOC-0001236,LG-000119,Compensation Document,1,1,0,2020-05-01,2020-05-27,Verified
DOC-0001237,LG-000119,Ownership Proof,1,1,0,2020-04-10,2020-04-21,Verified
DOC-0001238,LG-000119,Ownership Proof,1,1,0,2020-04-23,2020-05-11,Verified
DOC-0001239,LG-000119,Survey Record,1,1,0,2020-03-24,2020-04-18,Verified
DOC-0001240,LG-000120,Land Record,1,1,0,2024-12-29,2025-02-07,Verified
DOC-0001241,LG-000120,Identity Document,1,0,0,2024-12-12,,Submitted
DOC-0001242,LG-000120,Land Record,1,1,0,2025-01-02,2025-01-31,Verified
DOC-0001243,LG-000120,Identity Document,1,1,0,2024-12-21,2025-01-03,Verified
DOC-0001244,LG-000120,Compensation Document,1,1,0,2024-12-25,2025-01-26,Verified
DOC-0001245,LG-000120,Compensation Document,0,0,0,,,Pending
DOC-0001246,LG-000121,Land Record,1,1,0,2021-08-07,2021-09-16,Verified
DOC-0001247,LG-000121,Land Record,1,1,0,2021-08-10,2021-09-01,Verified
DOC-0001248,LG-000121,Survey Record,1,1,0,2021-07-26,2021-08-19,Verified
DOC-0001249,LG-000121,Land Record,1,1,0,2021-07-14,2021-08-23,Verified
DOC-0001250,LG-000121,Identity Document,1,1,1,2021-07-10,2021-08-04,Verified
DOC-0001251,LG-000121,Land Record,1,1,0,2021-08-08,2021-09-03,Verified
DOC-0001252,LG-000121,Identity Document,1,0,0,2021-08-15,,Submitted
DOC-0001253,LG-000121,Survey Record,1,1,0,2021-08-16,2021-09-08,Verified
DOC-0001254,LG-000121,Identity Document,0,0,0,,,Pending
DOC-0001255,LG-000121,Compensation Document,1,1,0,2021-07-14,2021-08-07,Verified
DOC-0001256,LG-000121,Survey Record,1,1,0,2021-06-25,2021-07-12,Verified
DOC-0001257,LG-000121,Survey Record,1,1,0,2021-07-22,2021-08-30,Verified
DOC-0001258,LG-000122,Identity Document,1,0,0,2020-05-07,,Submitted
DOC-0001259,LG-000122,Ownership Proof,1,1,1,2020-05-15,2020-06-09,Verified
DOC-0001260,LG-000122,Survey Record,1,1,0,2020-05-10,2020-06-19,Verified
DOC-0001261,LG-000122,Land Record,1,1,0,2020-05-18,2020-06-05,Verified
DOC-0001262,LG-000122,Survey Record,1,1,0,2020-05-09,2020-05-29,Verified
DOC-0001263,LG-000122,Survey Record,1,1,0,2020-05-24,2020-06-14,Verified
DOC-0001264,LG-000122,Ownership Proof,1,1,0,2020-06-02,2020-07-07,Verified
DOC-0001265,LG-000122,Ownership Proof,1,1,0,2020-06-17,2020-07-03,Verified
DOC-0001266,LG-000122,Identity Document,1,1,0,2020-06-19,2020-07-26,Verified
DOC-0001267,LG-000122,Survey Record,1,0,0,2020-06-14,,Submitted
DOC-0001268,LG-000122,Land Record,1,1,0,2020-06-12,2020-06-24,Verified
DOC-0001269,LG-000122,Identity Document,1,1,0,2020-05-18,2020-05-30,Verified
DOC-0001270,LG-000123,Identity Document,1,1,1,2022-03-31,2022-05-07,Verified
DOC-0001271,LG-000123,Identity Document,1,1,1,2022-03-10,2022-04-16,Verified
DOC-0001272,LG-000123,Ownership Proof,1,1,0,2022-03-16,2022-03-30,Verified
DOC-0001273,LG-000123,Compensation Document,1,0,0,2022-04-15,,Submitted
DOC-0001274,LG-000123,Land Record,1,0,1,2022-03-01,,Submitted
DOC-0001275,LG-000123,Survey Record,1,0,0,2022-03-16,,Submitted
DOC-0001276,LG-000123,Identity Document,1,1,1,2022-03-17,2022-04-14,Verified
DOC-0001277,LG-000123,Land Record,1,1,0,2022-03-07,2022-04-01,Verified
DOC-0001278,LG-000124,Land Record,1,1,0,2023-05-29,2023-06-23,Verified
DOC-0001279,LG-000124,Identity Document,1,1,0,2023-05-07,2023-05-18,Verified
DOC-0001280,LG-000124,Ownership Proof,1,1,0,2023-06-12,2023-07-03,Verified
DOC-0001281,LG-000124,Identity Document,1,1,0,2023-06-10,2023-07-01,Verified
DOC-0001282,LG-000124,Identity Document,0,0,0,,,Pending
DOC-0001283,LG-000124,Land Record,1,0,0,2023-04-29,,Submitted
DOC-0001284,LG-000124,Ownership Proof,1,1,0,2023-04-27,2023-05-27,Verified
DOC-0001285,LG-000124,Ownership Proof,1,1,0,2023-05-14,2023-05-24,Verified
DOC-0001286,LG-000124,Land Record,1,1,0,2023-06-07,2023-07-10,Verified
DOC-0001287,LG-000124,Land Record,1,1,0,2023-04-19,2023-05-22,Verified
DOC-0001288,LG-000124,Ownership Proof,0,0,0,,,Pending
DOC-0001289,LG-000124,Survey Record,1,0,0,2023-05-25,,Submitted
DOC-0001290,LG-000125,Survey Record,1,1,0,2020-09-01,2020-09-18,Verified
DOC-0001291,LG-000125,Compensation Document,1,1,0,2020-08-14,2020-09-18,Verified
DOC-0001292,LG-000125,Identity Document,1,0,0,2020-09-09,,Submitted
DOC-0001293,LG-000125,Identity Document,0,0,0,,,Pending
DOC-0001294,LG-000125,Identity Document,1,0,0,2020-09-17,,Submitted
DOC-0001295,LG-000125,Survey Record,1,1,0,2020-08-19,2020-09-03,Verified
DOC-0001296,LG-000125,Land Record,1,1,0,2020-08-21,2020-09-05,Verified
DOC-0001297,LG-000125,Survey Record,1,1,0,2020-08-16,2020-09-17,Verified
DOC-0001298,LG-000126,Ownership Proof,1,1,0,2024-03-16,2024-04-19,Verified
DOC-0001299,LG-000126,Land Record,1,1,0,2024-03-02,2024-03-14,Verified
DOC-0001300,LG-000126,Ownership Proof,1,1,0,2024-03-30,2024-04-11,Verified
DOC-0001301,LG-000126,Land Record,1,1,0,2024-02-19,2024-03-11,Verified
DOC-0001302,LG-000126,Identity Document,1,1,1,2024-02-16,2024-03-12,Verified
DOC-0001303,LG-000127,Identity Document,1,1,0,2024-11-18,2024-12-14,Verified
DOC-0001304,LG-000127,Identity Document,1,1,0,2024-11-18,2024-12-23,Verified
DOC-0001305,LG-000127,Land Record,1,0,0,2024-11-06,,Submitted
DOC-0001306,LG-000127,Land Record,1,1,1,2024-11-20,2024-12-09,Verified
DOC-0001307,LG-000127,Survey Record,1,1,0,2024-11-02,2024-12-07,Verified
DOC-0001308,LG-000127,Compensation Document,1,1,1,2024-10-08,2024-11-11,Verified
DOC-0001309,LG-000127,Land Record,1,0,0,2024-10-10,,Submitted
DOC-0001310,LG-000127,Ownership Proof,1,0,0,2024-10-14,,Submitted
DOC-0001311,LG-000127,Land Record,1,1,1,2024-10-22,2024-11-09,Verified
DOC-0001312,LG-000128,Survey Record,0,0,0,,,Pending
DOC-0001313,LG-000128,Land Record,1,0,1,2023-02-04,,Submitted
DOC-0001314,LG-000128,Compensation Document,1,1,0,2023-02-14,2023-03-18,Verified
DOC-0001315,LG-000128,Identity Document,0,0,1,,,Pending
DOC-0001316,LG-000128,Ownership Proof,1,1,1,2023-03-07,2023-03-26,Verified
DOC-0001317,LG-000128,Identity Document,1,0,1,2023-02-14,,Submitted
DOC-0001318,LG-000128,Identity Document,1,0,1,2023-02-19,,Submitted
DOC-0001319,LG-000128,Land Record,1,1,0,2023-02-10,2023-03-01,Verified
DOC-0001320,LG-000128,Compensation Document,0,0,0,,,Pending
DOC-0001321,LG-000128,Identity Document,1,1,0,2023-02-02,2023-03-01,Verified
DOC-0001322,LG-000128,Identity Document,0,0,1,,,Pending
DOC-0001323,LG-000128,Ownership Proof,1,1,0,2023-02-12,2023-03-12,Verified
DOC-0001324,LG-000128,Survey Record,1,1,1,2023-02-24,2023-04-02,Verified
DOC-0001325,LG-000129,Survey Record,1,0,0,2023-06-08,,Submitted
DOC-0001326,LG-000129,Ownership Proof,1,1,0,2023-05-30,2023-07-07,Verified
DOC-0001327,LG-000129,Land Record,1,1,1,2023-06-19,2023-07-18,Verified
DOC-0001328,LG-000129,Land Record,1,1,0,2023-05-27,2023-06-25,Verified
DOC-0001329,LG-000129,Identity Document,1,0,0,2023-07-06,,Submitted
DOC-0001330,LG-000129,Compensation Document,1,0,0,2023-06-29,,Submitted
DOC-0001331,LG-000129,Survey Record,1,1,0,2023-06-11,2023-07-10,Verified
DOC-0001332,LG-000129,Survey Record,1,1,0,2023-06-09,2023-06-21,Verified
DOC-0001333,LG-000130,Land Record,1,1,0,2018-12-26,2019-01-06,Verified
DOC-0001334,LG-000130,Identity Document,1,1,0,2019-01-22,2019-02-22,Verified
DOC-0001335,LG-000130,Identity Document,1,1,0,2018-12-22,2019-01-18,Verified
DOC-0001336,LG-000130,Compensation Document,1,1,0,2018-12-22,2019-01-08,Verified
DOC-0001337,LG-000130,Survey Record,1,1,0,2018-12-03,2019-01-11,Verified
DOC-0001338,LG-000130,Survey Record,1,1,0,2019-01-20,2019-01-30,Verified
DOC-0001339,LG-000131,Land Record,1,0,1,2018-10-10,,Submitted
DOC-0001340,LG-000131,Identity Document,1,1,1,2018-11-02,2018-12-07,Verified
DOC-0001341,LG-000131,Survey Record,0,0,0,,,Pending
DOC-0001342,LG-000131,Survey Record,1,0,0,2018-10-12,,Submitted
DOC-0001343,LG-000131,Ownership Proof,1,0,1,2018-10-25,,Submitted
DOC-0001344,LG-000131,Ownership Proof,1,1,1,2018-10-05,2018-10-21,Verified
DOC-0001345,LG-000132,Ownership Proof,1,1,1,2021-04-02,2021-04-12,Verified
DOC-0001346,LG-000132,Survey Record,1,1,0,2021-03-06,2021-03-21,Verified
DOC-0001347,LG-000132,Identity Document,1,1,0,2021-04-09,2021-05-10,Verified
DOC-0001348,LG-000132,Survey Record,1,1,1,2021-04-10,2021-04-22,Verified
DOC-0001349,LG-000132,Survey Record,1,1,0,2021-02-27,2021-03-23,Verified
DOC-0001350,LG-000132,Compensation Document,1,1,1,2021-02-24,2021-04-01,Verified
DOC-0001351,LG-000132,Compensation Document,1,1,0,2021-03-23,2021-04-14,Verified
DOC-0001352,LG-000132,Compensation Document,1,1,0,2021-03-15,2021-04-23,Verified
DOC-0001353,LG-000132,Ownership Proof,1,1,0,2021-04-11,2021-05-20,Verified
DOC-0001354,LG-000132,Identity Document,1,1,0,2021-03-03,2021-03-31,Verified
DOC-0001355,LG-000132,Compensation Document,1,1,0,2021-02-25,2021-03-07,Verified
DOC-0001356,LG-000132,Survey Record,1,1,0,2021-02-25,2021-03-30,Verified
DOC-0001357,LG-000133,Land Record,1,1,0,2020-09-05,2020-10-08,Verified
DOC-0001358,LG-000133,Ownership Proof,1,1,0,2020-08-01,2020-09-06,Verified
DOC-0001359,LG-000133,Compensation Document,1,1,0,2020-08-04,2020-08-20,Verified
DOC-0001360,LG-000133,Survey Record,1,1,0,2020-07-23,2020-08-12,Verified
DOC-0001361,LG-000133,Land Record,1,1,0,2020-07-26,2020-08-19,Verified
DOC-0001362,LG-000134,Survey Record,1,0,0,2021-12-31,,Submitted
DOC-0001363,LG-000134,Ownership Proof,1,1,0,2021-12-25,2022-01-22,Verified
DOC-0001364,LG-000134,Identity Document,1,1,0,2021-12-27,2022-02-04,Verified
DOC-0001365,LG-000134,Ownership Proof,1,1,0,2021-12-31,2022-02-07,Verified
DOC-0001366,LG-000134,Ownership Proof,1,1,0,2022-01-14,2022-02-23,Verified
DOC-0001367,LG-000134,Ownership Proof,1,1,0,2022-01-21,2022-02-21,Verified
DOC-0001368,LG-000134,Survey Record,1,0,0,2022-01-31,,Submitted
DOC-0001369,LG-000134,Compensation Document,1,1,0,2022-01-09,2022-02-04,Verified
DOC-0001370,LG-000134,Ownership Proof,1,1,0,2022-01-24,2022-02-18,Verified
DOC-0001371,LG-000134,Survey Record,1,1,0,2022-01-04,2022-01-20,Verified
DOC-0001372,LG-000134,Survey Record,1,1,0,2022-01-02,2022-02-03,Verified
DOC-0001373,LG-000134,Ownership Proof,0,0,0,,,Pending
DOC-0001374,LG-000135,Identity Document,1,1,0,2023-11-27,2023-12-09,Verified
DOC-0001375,LG-000135,Land Record,0,0,1,,,Pending
DOC-0001376,LG-000135,Compensation Document,1,1,0,2024-01-05,2024-02-03,Verified
DOC-0001377,LG-000135,Ownership Proof,1,1,0,2023-11-29,2023-12-29,Verified
DOC-0001378,LG-000135,Survey Record,1,0,0,2023-11-20,,Submitted
DOC-0001379,LG-000135,Identity Document,1,1,0,2023-12-08,2023-12-19,Verified
DOC-0001380,LG-000136,Identity Document,1,0,0,2023-09-12,,Submitted
DOC-0001381,LG-000136,Ownership Proof,1,0,0,2023-08-26,,Submitted
DOC-0001382,LG-000136,Ownership Proof,1,1,0,2023-07-22,2023-08-24,Verified
DOC-0001383,LG-000136,Identity Document,1,0,0,2023-08-14,,Submitted
DOC-0001384,LG-000136,Identity Document,1,1,0,2023-08-17,2023-09-21,Verified
DOC-0001385,LG-000136,Survey Record,1,1,0,2023-08-17,2023-09-08,Verified
DOC-0001386,LG-000136,Ownership Proof,1,0,0,2023-07-22,,Submitted
DOC-0001387,LG-000136,Survey Record,1,1,0,2023-08-09,2023-09-13,Verified
DOC-0001388,LG-000136,Land Record,1,1,0,2023-07-25,2023-09-01,Verified
DOC-0001389,LG-000136,Ownership Proof,1,1,0,2023-08-11,2023-08-27,Verified
DOC-0001390,LG-000136,Ownership Proof,1,1,0,2023-07-27,2023-08-12,Verified
DOC-0001391,LG-000136,Land Record,1,1,0,2023-08-11,2023-09-11,Verified
DOC-0001392,LG-000136,Land Record,1,1,0,2023-09-04,2023-10-09,Verified
DOC-0001393,LG-000137,Identity Document,1,1,0,2020-04-09,2020-05-04,Verified
DOC-0001394,LG-000137,Compensation Document,1,0,0,2020-05-08,,Submitted
DOC-0001395,LG-000137,Land Record,1,0,1,2020-05-13,,Submitted
DOC-0001396,LG-000137,Land Record,1,1,0,2020-05-23,2020-06-14,Verified
DOC-0001397,LG-000137,Ownership Proof,1,0,0,2020-04-28,,Submitted
DOC-0001398,LG-000137,Identity Document,1,1,0,2020-04-24,2020-05-19,Verified
DOC-0001399,LG-000137,Compensation Document,1,1,0,2020-05-21,2020-06-19,Verified
DOC-0001400,LG-000137,Land Record,1,0,0,2020-04-02,,Submitted
DOC-0001401,LG-000137,Ownership Proof,1,1,0,2020-04-03,2020-04-19,Verified
DOC-0001402,LG-000138,Ownership Proof,1,1,0,2022-12-17,2023-01-19,Verified
DOC-0001403,LG-000138,Identity Document,1,0,0,2022-12-18,,Submitted
DOC-0001404,LG-000138,Land Record,1,0,0,2022-11-29,,Submitted
DOC-0001405,LG-000138,Identity Document,1,1,0,2023-01-08,2023-02-15,Verified
DOC-0001406,LG-000138,Land Record,1,0,0,2022-12-18,,Submitted
DOC-0001407,LG-000138,Land Record,1,1,0,2022-12-05,2022-12-15,Verified
DOC-0001408,LG-000138,Identity Document,1,1,0,2022-12-24,2023-01-28,Verified
DOC-0001409,LG-000138,Land Record,1,0,0,2022-12-23,,Submitted
DOC-0001410,LG-000138,Survey Record,1,1,0,2022-12-19,2023-01-14,Verified
DOC-0001411,LG-000139,Identity Document,1,1,1,2023-05-25,2023-06-06,Verified
DOC-0001412,LG-000139,Compensation Document,1,1,0,2023-06-14,2023-06-29,Verified
DOC-0001413,LG-000139,Identity Document,1,1,1,2023-06-12,2023-06-30,Verified
DOC-0001414,LG-000139,Identity Document,1,1,1,2023-05-09,2023-06-08,Verified
DOC-0001415,LG-000139,Survey Record,0,0,0,,,Pending
DOC-0001416,LG-000139,Ownership Proof,1,0,0,2023-05-24,,Submitted
DOC-0001417,LG-000139,Land Record,1,0,1,2023-05-08,,Submitted
DOC-0001418,LG-000139,Land Record,1,0,0,2023-05-13,,Submitted
DOC-0001419,LG-000139,Ownership Proof,1,1,0,2023-06-09,2023-06-26,Verified
DOC-0001420,LG-000140,Compensation Document,1,1,0,2018-09-01,2018-10-08,Verified
DOC-0001421,LG-000140,Ownership Proof,1,0,0,2018-07-23,,Submitted
DOC-0001422,LG-000140,Compensation Document,0,0,0,,,Pending
DOC-0001423,LG-000140,Ownership Proof,1,1,0,2018-08-31,2018-09-30,Verified
DOC-0001424,LG-000140,Survey Record,0,0,0,,,Pending
DOC-0001425,LG-000140,Land Record,1,1,0,2018-08-16,2018-08-26,Verified
DOC-0001426,LG-000140,Survey Record,1,0,0,2018-07-22,,Submitted
DOC-0001427,LG-000140,Ownership Proof,1,1,0,2018-08-11,2018-09-13,Verified
DOC-0001428,LG-000140,Land Record,1,0,0,2018-08-19,,Submitted
DOC-0001429,LG-000140,Ownership Proof,1,1,0,2018-07-27,2018-09-01,Verified
DOC-0001430,LG-000141,Land Record,1,1,0,2023-04-27,2023-05-23,Verified
DOC-0001431,LG-000141,Identity Document,1,0,0,2023-05-14,,Submitted
DOC-0001432,LG-000141,Ownership Proof,1,0,0,2023-05-24,,Submitted
DOC-0001433,LG-000141,Identity Document,1,1,0,2023-06-13,2023-07-09,Verified
DOC-0001434,LG-000141,Compensation Document,1,1,0,2023-05-21,2023-06-30,Verified
DOC-0001435,LG-000141,Identity Document,1,1,0,2023-05-05,2023-05-22,Verified
DOC-0001436,LG-000141,Survey Record,1,1,0,2023-05-10,2023-06-06,Verified
DOC-0001437,LG-000141,Land Record,1,1,0,2023-05-22,2023-06-30,Verified
DOC-0001438,LG-000141,Compensation Document,1,1,0,2023-06-07,2023-06-22,Verified
DOC-0001439,LG-000141,Land Record,1,1,0,2023-06-12,2023-07-10,Verified
DOC-0001440,LG-000141,Compensation Document,1,1,0,2023-06-04,2023-07-11,Verified
DOC-0001441,LG-000142,Land Record,1,0,0,2022-10-14,,Submitted
DOC-0001442,LG-000142,Survey Record,1,1,0,2022-09-28,2022-10-20,Verified
DOC-0001443,LG-000142,Ownership Proof,1,0,0,2022-10-11,,Submitted
DOC-0001444,LG-000142,Identity Document,1,1,0,2022-10-15,2022-11-21,Verified
DOC-0001445,LG-000142,Ownership Proof,1,0,0,2022-10-15,,Submitted
DOC-0001446,LG-000142,Compensation Document,1,1,0,2022-09-05,2022-09-29,Verified
DOC-0001447,LG-000142,Compensation Document,1,1,0,2022-09-16,2022-10-26,Verified
DOC-0001448,LG-000142,Ownership Proof,0,0,0,,,Pending
DOC-0001449,LG-000143,Identity Document,1,1,1,2021-07-01,2021-08-09,Verified
DOC-0001450,LG-000143,Ownership Proof,1,0,0,2021-06-02,,Submitted
DOC-0001451,LG-000143,Identity Document,1,1,0,2021-07-15,2021-08-05,Verified
DOC-0001452,LG-000143,Survey Record,1,1,0,2021-07-13,2021-07-23,Verified
DOC-0001453,LG-000143,Compensation Document,1,0,0,2021-05-29,,Submitted
DOC-0001454,LG-000143,Ownership Proof,1,0,0,2021-06-13,,Submitted
DOC-0001455,LG-000143,Compensation Document,1,1,0,2021-07-02,2021-07-29,Verified
DOC-0001456,LG-000144,Identity Document,1,1,1,2024-11-28,2024-12-30,Verified
DOC-0001457,LG-000144,Survey Record,1,0,0,2024-12-21,,Submitted
DOC-0001458,LG-000144,Compensation Document,1,0,1,2025-01-04,,Submitted
DOC-0001459,LG-000144,Land Record,0,0,1,,,Pending
DOC-0001460,LG-000144,Survey Record,1,1,0,2024-11-29,2025-01-08,Verified
DOC-0001461,LG-000144,Ownership Proof,1,0,1,2024-12-14,,Submitted
DOC-0001462,LG-000144,Compensation Document,1,1,0,2024-12-28,2025-01-13,Verified
DOC-0001463,LG-000144,Compensation Document,1,1,1,2024-12-07,2024-12-26,Verified
DOC-0001464,LG-000144,Identity Document,1,1,1,2024-12-21,2025-01-02,Verified
DOC-0001465,LG-000144,Land Record,1,1,1,2025-01-04,2025-01-18,Verified
DOC-0001466,LG-000144,Land Record,0,0,1,,,Pending
DOC-0001467,LG-000144,Survey Record,0,0,0,,,Pending
DOC-0001468,LG-000144,Identity Document,0,0,1,,,Pending
DOC-0001469,LG-000145,Identity Document,1,0,1,2020-03-02,,Submitted
DOC-0001470,LG-000145,Compensation Document,1,1,1,2020-02-04,2020-02-24,Verified
DOC-0001471,LG-000145,Ownership Proof,1,0,1,2020-02-04,,Submitted
DOC-0001472,LG-000145,Identity Document,1,1,0,2020-01-13,2020-02-19,Verified
DOC-0001473,LG-000145,Ownership Proof,0,0,1,,,Pending
DOC-0001474,LG-000145,Ownership Proof,1,1,1,2020-01-23,2020-02-21,Verified
DOC-0001475,LG-000145,Compensation Document,1,1,0,2020-03-06,2020-03-30,Verified
DOC-0001476,LG-000145,Survey Record,1,0,1,2020-01-24,,Submitted
DOC-0001477,LG-000145,Ownership Proof,1,1,0,2020-02-12,2020-03-23,Verified
DOC-0001478,LG-000145,Identity Document,1,1,1,2020-02-12,2020-03-01,Verified
DOC-0001479,LG-000145,Compensation Document,1,1,0,2020-02-24,2020-03-09,Verified
DOC-0001480,LG-000145,Survey Record,1,1,1,2020-01-19,2020-02-15,Verified
DOC-0001481,LG-000145,Identity Document,1,0,1,2020-02-15,,Submitted
DOC-0001482,LG-000145,Land Record,1,1,1,2020-02-03,2020-03-08,Verified
DOC-0001483,LG-000145,Compensation Document,1,1,0,2020-01-12,2020-02-01,Verified
DOC-0001484,LG-000146,Ownership Proof,1,1,0,2021-02-11,2021-03-05,Verified
DOC-0001485,LG-000146,Land Record,0,0,0,,,Pending
DOC-0001486,LG-000146,Survey Record,1,1,0,2021-02-22,2021-03-18,Verified
DOC-0001487,LG-000146,Identity Document,1,1,0,2021-03-11,2021-04-20,Verified
DOC-0001488,LG-000146,Compensation Document,1,1,0,2021-01-29,2021-03-02,Verified
DOC-0001489,LG-000146,Compensation Document,1,1,0,2021-01-26,2021-02-21,Verified
DOC-0001490,LG-000146,Compensation Document,1,1,0,2021-03-13,2021-03-29,Verified
DOC-0001491,LG-000146,Identity Document,1,1,0,2021-02-14,2021-03-15,Verified
DOC-0001492,LG-000146,Identity Document,1,1,0,2021-02-16,2021-02-27,Verified
DOC-0001493,LG-000146,Land Record,1,1,0,2021-03-16,2021-04-01,Verified
DOC-0001494,LG-000146,Compensation Document,1,1,0,2021-03-14,2021-03-28,Verified
DOC-0001495,LG-000147,Compensation Document,1,1,0,2021-08-18,2021-09-04,Verified
DOC-0001496,LG-000147,Survey Record,1,1,0,2021-09-21,2021-10-04,Verified
DOC-0001497,LG-000147,Ownership Proof,1,1,0,2021-09-12,2021-10-04,Verified
DOC-0001498,LG-000147,Ownership Proof,1,0,0,2021-09-08,,Submitted
DOC-0001499,LG-000147,Identity Document,1,0,0,2021-09-18,,Submitted
DOC-0001500,LG-000147,Compensation Document,1,1,0,2021-10-04,2021-11-13,Verified
DOC-0001501,LG-000147,Survey Record,1,1,0,2021-09-23,2021-11-02,Verified
DOC-0001502,LG-000147,Compensation Document,1,1,0,2021-09-26,2021-10-24,Verified
DOC-0001503,LG-000147,Ownership Proof,1,1,0,2021-08-31,2021-09-30,Verified
DOC-0001504,LG-000147,Survey Record,1,1,0,2021-09-13,2021-09-24,Verified
DOC-0001505,LG-000147,Survey Record,1,1,0,2021-09-02,2021-10-08,Verified
DOC-0001506,LG-000148,Ownership Proof,1,1,1,2022-12-15,2022-12-29,Verified
DOC-0001507,LG-000148,Ownership Proof,1,1,0,2022-12-27,2023-01-23,Verified
DOC-0001508,LG-000148,Ownership Proof,1,1,1,2022-11-13,2022-12-23,Verified
DOC-0001509,LG-000148,Survey Record,1,1,0,2022-11-10,2022-12-06,Verified
DOC-0001510,LG-000148,Identity Document,0,0,0,,,Pending
DOC-0001511,LG-000148,Identity Document,1,1,0,2022-12-18,2022-12-28,Verified
DOC-0001512,LG-000148,Compensation Document,0,0,1,,,Pending
DOC-0001513,LG-000149,Survey Record,1,1,0,2020-01-14,2020-02-08,Verified
DOC-0001514,LG-000149,Identity Document,0,0,0,,,Pending
DOC-0001515,LG-000149,Survey Record,1,1,1,2020-03-02,2020-03-27,Verified
