stakeholder_id,project_id,stakeholder_type,stakeholder_name,engagement_level,sentiment,requests_received,requests_resolved,pending_requests,response_time_days
STK-0001362,LG-000240,Contractor,Stakeholder Group 2 (Latehar),High,Positive,19,16,3,17
STK-0001363,LG-000240,Village Administration,Stakeholder Group 3 (Latehar),High,Positive,43,36,7,13
STK-0001364,LG-000240,Landowner,Stakeholder Group 4 (Latehar),High,Positive,30,25,5,5
STK-0001365,LG-000240,Local Authority,Stakeholder Group 5 (Latehar),High,Positive,26,22,4,25
STK-0001366,LG-000240,Village Administration,Stakeholder Group 6 (Latehar),High,Positive,43,36,7,8
STK-0001367,LG-000241,District Administration,Stakeholder Group 1 (Lohardaga),High,Positive,34,28,6,6
STK-0001368,LG-000241,Village Administration,Stakeholder Group 2 (Lohardaga),High,Positive,38,32,6,17
STK-0001369,LG-000241,Landowner,Stakeholder Group 3 (Lohardaga),High,Positive,34,28,6,11
STK-0001370,LG-000241,Landowner,Stakeholder Group 4 (Lohardaga),High,Positive,41,34,7,23
STK-0001371,LG-000241,Village Administration,Stakeholder Group 5 (Lohardaga),High,Positive,36,30,6,22
STK-0001372,LG-000241,Contractor,Stakeholder Group 6 (Lohardaga),High,Positive,5,4,1,24
STK-0001373,LG-000241,Landowner,Stakeholder Group 7 (Lohardaga),High,Positive,42,35,7,14
STK-0001374,LG-000242,Village Administration,Stakeholder Group 1 (Pakur),Low,Negative,14,5,9,37
STK-0001375,LG-000242,District Administration,Stakeholder Group 2 (Pakur),Low,Negative,45,18,27,36
STK-0001376,LG-000242,Landowner,Stakeholder Group 3 (Pakur),Low,Negative,12,4,8,86
STK-0001377,LG-000242,Local Authority,Stakeholder Group 4 (Pakur),Low,Negative,45,18,27,35
STK-0001378,LG-000242,Local Authority,Stakeholder Group 5 (Pakur),Low,Negative,36,14,22,42
STK-0001379,LG-000242,Village Administration,Stakeholder Group 6 (Pakur),Low,Negative,10,4,6,51
STK-0001380,LG-000242,Landowner,Stakeholder Group 7 (Pakur),Low,Negative,34,13,21,88
STK-0001381,LG-000242,Landowner,Stakeholder Group 8 (Pakur),Low,Negative,44,17,27,67
STK-0001382,LG-000243,District Administration,Stakeholder Group 1 (Palamu),Low,Negative,50,20,30,60
STK-0001383,LG-000243,Village Administration,Stakeholder Group 2 (Palamu),Low,Negative,12,4,8,33
STK-0001384,LG-000243,Contractor,Stakeholder Group 3 (Palamu),Low,Negative,7,2,5,44
STK-0001385,LG-000243,Contractor,Stakeholder Group 4 (Palamu),Low,Negative,10,4,6,65
STK-0001386,LG-000243,Local Authority,Stakeholder Group 5 (Palamu),Low,Negative,7,2,5,32
STK-0001387,LG-000243,Local Authority,Stakeholder Group 6 (Palamu),Low,Negative,29,11,18,41
STK-0001388,LG-000243,Village Administration,Stakeholder Group 7 (Palamu),Low,Negative,22,8,14,45
STK-0001389,LG-000243,Local Authority,Stakeholder Group 8 (Palamu),Low,Negative,44,17,27,60
STK-0001390,LG-000244,District Administration,Stakeholder Group 1 (Ramgarh),High,Positive,27,22,5,19
STK-0001391,LG-000244,Village Administration,Stakeholder Group 2 (Ramgarh),High,Positive,45,38,7,20
STK-0001392,LG-000244,District Administration,Stakeholder Group 3 (Ramgarh),High,Positive,39,33,6,7
STK-0001393,LG-000244,Local Authority,Stakeholder Group 4 (Ramgarh),High,Positive,19,16,3,11
STK-0001394,LG-000244,Landowner,Stakeholder Group 5 (Ramgarh),High,Positive,9,7,2,17
STK-0001395,LG-000244,Village Administration,Stakeholder Group 6 (Ramgarh),High,Positive,26,22,4,8
STK-0001396,LG-000244,Contractor,Stakeholder Group 7 (Ramgarh),High,Positive,14,11,3,13
STK-0001397,LG-000244,Contractor,Stakeholder Group 8 (Ramgarh),High,Positive,27,22,5,24
STK-0001398,LG-000245,Landowner,Stakeholder Group 1 (Ranchi),Low,Negative,9,3,6,37
STK-0001399,LG-000245,District Administration,Stakeholder Group 2 (Ranchi),Low,Negative,21,8,13,90
STK-0001400,LG-000245,Village Administration,Stakeholder Group 3 (Ranchi),Low,Negative,14,5,9,87
STK-0001401,LG-000245,District Administration,Stakeholder Group 4 (Ranchi),Low,Negative,5,2,3,54
STK-0001402,LG-000245,District Administration,Stakeholder Group 5 (Ranchi),Low,Negative,29,11,18,78
STK-0001403,LG-000246,Village Administration,Stakeholder Group 1 (Sahibganj),High,Positive,41,34,7,8
STK-0001404,LG-000246,Village Administration,Stakeholder Group 2 (Sahibganj),High,Positive,20,17,3,12
STK-0001405,LG-000246,Village Administration,Stakeholder Group 3 (Sahibganj),High,Positive,29,24,5,14
STK-0001406,LG-000246,Village Administration,Stakeholder Group 4 (Sahibganj),High,Positive,25,21,4,22
STK-0001407,LG-000246,District Administration,Stakeholder Group 5 (Sahibganj),High,Positive,6,5,1,12
STK-0001408,LG-000246,Village Administration,Stakeholder Group 6 (Sahibganj),High,Positive,17,14,3,17
STK-0001409,LG-000247,District Administration,Stakeholder Group 1 (Seraikela Kharsawan),High,Positive,19,16,3,5
STK-0001410,LG-000247,Village Administration,Stakeholder Group 2 (Seraikela Kharsawan),High,Positive,8,6,2,18
STK-0001411,LG-000247,Contractor,Stakeholder Group 3 (Seraikela Kharsawan),High,Positive,48,40,8,7
STK-0001412,LG-000247,Landowner,Stakeholder Group 4 (Seraikela Kharsawan),High,Positive,31,26,5,19
STK-0001413,LG-000247,Contractor,Stakeholder Group 5 (Seraikela Kharsawan),High,Positive,13,11,2,19
STK-0001414,LG-000248,Local Authority,Stakeholder Group 1 (Simdega),High,Positive,23,19,4,16
STK-0001415,LG-000248,Landowner,Stakeholder Group 2 (Simdega),High,Positive,11,9,2,5
STK-0001416,LG-000248,Contractor,Stakeholder Group 3 (Simdega),High,Positive,42,35,7,19
STK-0001417,LG-000248,Village Administration,Stakeholder Group 4 (Simdega),High,Positive,6,5,1,14
STK-0001418,LG-000249,Local Authority,Stakeholder Group 1 (West Singhbhum),High,Positive,41,34,7,7
STK-0001419,LG-000249,Contractor,Stakeholder Group 2 (West Singhbhum),High,Positive,42,35,7,23
STK-0001420,LG-000249,Contractor,Stakeholder Group 3 (West Singhbhum),High,Positive,18,15,3,21
STK-0001421,LG-000249,District Administration,Stakeholder Group 4 (West Singhbhum),High,Positive,31,26,5,10
STK-0001422,LG-000249,District Administration,Stakeholder Group 5 (West Singhbhum),High,Positive,12,10,2,7
STK-0001423,LG-000249,Village Administration,Stakeholder Group 6 (West Singhbhum),High,Positive,10,8,2,17
STK-0001424,LG-000249,Landowner,Stakeholder Group 7 (West Singhbhum),High,Positive,9,7,2,23
STK-0001425,LG-000249,Village Administration,Stakeholder Group 8 (West Singhbhum),High,Positive,9,7,2,21
STK-0001426,LG-000250,District Administration,Stakeholder Group 1 (Bagalkot),High,Positive,19,16,3,11
STK-0001427,LG-000250,Village Administration,Stakeholder Group 2 (Bagalkot),High,Positive,45,38,7,14
STK-0001428,LG-000250,Village Administration,Stakeholder Group 3 (Bagalkot),High,Positive,12,10,2,18
STK-0001429,LG-000250,Contractor,Stakeholder Group 4 (Bagalkot),High,Positive,31,26,5,10
STK-0001430,LG-000250,Landowner,Stakeholder Group 5 (Bagalkot),High,Positive,47,39,8,18
STK-0001431,LG-000251,Village Administration,Stakeholder Group 1 (Ballari),Low,Negative,12,4,8,34
STK-0001432,LG-000251,Landowner,Stakeholder Group 2 (Ballari),Low,Negative,44,17,27,49
STK-0001433,LG-000251,Village Administration,Stakeholder Group 3 (Ballari),Low,Negative,21,8,13,77
STK-0001434,LG-000251,Local Authority,Stakeholder Group 4 (Ballari),Low,Negative,17,6,11,89
STK-0001435,LG-000252,Landowner,Stakeholder Group 1 (Belagavi),Low,Negative,13,5,8,30
STK-0001436,LG-000252,District Administration,Stakeholder Group 2 (Belagavi),Low,Negative,40,16,24,32
STK-0001437,LG-000252,District Administration,Stakeholder Group 3 (Belagavi),Low,Negative,35,14,21,89
STK-0001438,LG-000253,Contractor,Stakeholder Group 1 (Bengaluru Rural),High,Positive,28,23,5,25
STK-0001439,LG-000253,Local Authority,Stakeholder Group 2 (Bengaluru Rural),High,Positive,7,5,2,11
STK-0001440,LG-000253,Village Administration,Stakeholder Group 3 (Bengaluru Rural),High,Positive,42,35,7,9
STK-0001441,LG-000254,Landowner,Stakeholder Group 1 (Bengaluru Urban),High,Positive,15,12,3,14
STK-0001442,LG-000254,Village Administration,Stakeholder Group 2 (Bengaluru Urban),High,Positive,37,31,6,13
STK-0001443,LG-000254,Landowner,Stakeholder Group 3 (Bengaluru Urban),High,Positive,6,5,1,16
STK-0001444,LG-000254,Landowner,Stakeholder Group 4 (Bengaluru Urban),High,Positive,14,11,3,19
STK-0001445,LG-000254,Local Authority,Stakeholder Group 5 (Bengaluru Urban),High,Positive,18,15,3,8
STK-0001446,LG-000254,Landowner,Stakeholder Group 6 (Bengaluru Urban),High,Positive,8,6,2,21
STK-0001447,LG-000255,Landowner,Stakeholder Group 1 (Bidar),Low,Negative,39,15,24,50
STK-0001448,LG-000255,District Administration,Stakeholder Group 2 (Bidar),Low,Negative,44,17,27,34
STK-0001449,LG-000255,District Administration,Stakeholder Group 3 (Bidar),Low,Negative,27,10,17,56
STK-0001450,LG-000255,District Administration,Stakeholder Group 4 (Bidar),Low,Negative,36,14,22,55
STK-0001451,LG-000255,Village Administration,Stakeholder Group 5 (Bidar),Low,Negative,24,9,15,84
STK-0001452,LG-000255,Contractor,Stakeholder Group 6 (Bidar),Low,Negative,16,6,10,42
STK-0001453,LG-000255,Landowner,Stakeholder Group 7 (Bidar),Low,Negative,8,3,5,56
STK-0001454,LG-000256,Village Administration,Stakeholder Group 1 (Chamarajanagar),Low,Negative,41,16,25,40
STK-0001455,LG-000256,Local Authority,Stakeholder Group 2 (Chamarajanagar),Low,Negative,29,11,18,49
STK-0001456,LG-000256,Contractor,Stakeholder Group 3 (Chamarajanagar),Low,Negative,22,8,14,49
STK-0001457,LG-000257,District Administration,Stakeholder Group 1 (Chikkaballapura),High,Positive,6,5,1,12
STK-0001458,LG-000257,Local Authority,Stakeholder Group 2 (Chikkaballapura),High,Positive,30,25,5,7
STK-0001459,LG-000257,District Administration,Stakeholder Group 3 (Chikkaballapura),High,Positive,33,28,5,10
STK-0001460,LG-000257,Local Authority,Stakeholder Group 4 (Chikkaballapura),High,Positive,18,15,3,6
STK-0001461,LG-000257,Local Authority,Stakeholder Group 5 (Chikkaballapura),High,Positive,46,39,7,18
STK-0001462,LG-000257,Landowner,Stakeholder Group 6 (Chikkaballapura),High,Positive,43,36,7,23
STK-0001463,LG-000257,Local Authority,Stakeholder Group 7 (Chikkaballapura),High,Positive,10,8,2,6
STK-0001464,LG-000257,Local Authority,Stakeholder Group 8 (Chikkaballapura),High,Positive,41,34,7,8
STK-0001465,LG-000258,Village Administration,Stakeholder Group 1 (Chikkamagaluru),High,Positive,19,16,3,22
STK-0001466,LG-000258,Local Authority,Stakeholder Group 2 (Chikkamagaluru),High,Positive,20,17,3,15
STK-0001467,LG-000258,Village Administration,Stakeholder Group 3 (Chikkamagaluru),High,Positive,8,6,2,25
STK-0001468,LG-000258,Local Authority,Stakeholder Group 4 (Chikkamagaluru),High,Positive,34,28,6,17
STK-0001469,LG-000258,Village Administration,Stakeholder Group 5 (Chikkamagaluru),High,Positive,47,39,8,17
STK-0001470,LG-000258,Landowner,Stakeholder Group 6 (Chikkamagaluru),High,Positive,17,14,3,13
STK-0001471,LG-000258,Village Administration,Stakeholder Group 7 (Chikkamagaluru),High,Positive,10,8,2,15
STK-0001472,LG-000259,Contractor,Stakeholder Group 1 (Chitradurga),High,Positive,38,32,6,22
STK-0001473,LG-000259,District Administration,Stakeholder Group 2 (Chitradurga),High,Positive,29,24,5,21
STK-0001474,LG-000259,Landowner,Stakeholder Group 3 (Chitradurga),High,Positive,6,5,1,6
STK-0001475,LG-000259,Landowner,Stakeholder Group 4 (Chitradurga),High,Positive,26,22,4,25
STK-0001476,LG-000259,Local Authority,Stakeholder Group 5 (Chitradurga),High,Positive,10,8,2,14
STK-0001477,LG-000260,Landowner,Stakeholder Group 1 (Dakshina Kannada),High,Positive,42,35,7,25
STK-0001478,LG-000260,District Administration,Stakeholder Group 2 (Dakshina Kannada),High,Positive,17,14,3,18
STK-0001479,LG-000260,Landowner,Stakeholder Group 3 (Dakshina Kannada),High,Positive,40,34,6,17
STK-0001480,LG-000260,Landowner,Stakeholder Group 4 (Dakshina Kannada),High,Positive,45,38,7,17
STK-0001481,LG-000260,Contractor,Stakeholder Group 5 (Dakshina Kannada),High,Positive,27,22,5,7
STK-0001482,LG-000260,Landowner,Stakeholder Group 6 (Dakshina Kannada),High,Positive,14,11,3,20
STK-0001483,LG-000260,Contractor,Stakeholder Group 7 (Dakshina Kannada),High,Positive,24,20,4,9
STK-0001484,LG-000261,District Administration,Stakeholder Group 1 (Davanagere),Low,Negative,7,2,5,82
STK-0001485,LG-000261,Landowner,Stakeholder Group 2 (Davanagere),Low,Negative,42,16,26,88
STK-0001486,LG-000261,Contractor,Stakeholder Group 3 (Davanagere),Low,Negative,28,11,17,83
STK-0001487,LG-000261,Landowner,Stakeholder Group 4 (Davanagere),Low,Negative,11,4,7,33
STK-0001488,LG-000261,Village Administration,Stakeholder Group 5 (Davanagere),Low,Negative,36,14,22,57
STK-0001489,LG-000261,Contractor,Stakeholder Group 6 (Davanagere),Low,Negative,8,3,5,90
STK-0001490,LG-000262,Village Administration,Stakeholder Group 1 (Dharwad),High,Positive,40,34,6,9
STK-0001491,LG-000262,Landowner,Stakeholder Group 2 (Dharwad),High,Positive,39,33,6,23
STK-0001492,LG-000262,Landowner,Stakeholder Group 3 (Dharwad),High,Positive,22,18,4,11
STK-0001493,LG-000263,Local Authority,Stakeholder Group 1 (Gadag),Low,Negative,34,13,21,30
STK-0001494,LG-000263,Contractor,Stakeholder Group 2 (Gadag),Low,Negative,31,12,19,61
STK-0001495,LG-000263,District Administration,Stakeholder Group 3 (Gadag),Low,Negative,33,13,20,84
STK-0001496,LG-000264,Local Authority,Stakeholder Group 1 (Hassan),High,Positive,33,28,5,9
STK-0001497,LG-000264,Landowner,Stakeholder Group 2 (Hassan),High,Positive,47,39,8,7
STK-0001498,LG-000264,Local Authority,Stakeholder Group 3 (Hassan),High,Positive,23,19,4,9
STK-0001499,LG-000264,Village Administration,Stakeholder Group 4 (Hassan),High,Positive,44,37,7,11
STK-0001500,LG-000264,Local Authority,Stakeholder Group 5 (Hassan),High,Positive,35,29,6,10
STK-0001501,LG-000264,Local Authority,Stakeholder Group 6 (Hassan),High,Positive,28,23,5,24
STK-0001502,LG-000264,Local Authority,Stakeholder Group 7 (Hassan),High,Positive,29,24,5,18
STK-0001503,LG-000265,District Administration,Stakeholder Group 1 (Haveri),High,Positive,16,13,3,16
STK-0001504,LG-000265,Local Authority,Stakeholder Group 2 (Haveri),High,Positive,30,25,5,11
STK-0001505,LG-000265,Local Authority,Stakeholder Group 3 (Haveri),High,Positive,10,8,2,18
STK-0001506,LG-000265,Contractor,Stakeholder Group 4 (Haveri),High,Positive,5,4,1,10
STK-0001507,LG-000265,Landowner,Stakeholder Group 5 (Haveri),High,Positive,19,16,3,13
STK-0001508,LG-000265,Local Authority,Stakeholder Group 6 (Haveri),High,Positive,20,17,3,20
STK-0001509,LG-000265,District Administration,Stakeholder Group 7 (Haveri),High,Positive,23,19,4,12
STK-0001510,LG-000265,Village Administration,Stakeholder Group 8 (Haveri),High,Positive,36,30,6,5
STK-0001511,LG-000266,Local Authority,Stakeholder Group 1 (Kalaburagi),High,Positive,32,27,5,7
STK-0001512,LG-000266,Local Authority,Stakeholder Group 2 (Kalaburagi),High,Positive,20,17,3,10
STK-0001513,LG-000266,Contractor,Stakeholder Group 3 (Kalaburagi),High,Positive,12,10,2,10
STK-0001514,LG-000267,Local Authority,Stakeholder Group 1 (Kodagu),Low,Negative,32,12,20,64
STK-0001515,LG-000267,District Administration,Stakeholder Group 2 (Kodagu),Low,Negative,30,12,18,72
STK-0001516,LG-000267,District Administration,Stakeholder Group 3 (Kodagu),Low,Negative,29,11,18,71
STK-0001517,LG-000267,District Administration,Stakeholder Group 4 (Kodagu),Low,Negative,6,2,4,78
STK-0001518,LG-000268,Local Authority,Stakeholder Group 1 (Kolar),Low,Negative,33,13,20,49
STK-0001519,LG-000268,Contractor,Stakeholder Group 2 (Kolar),Low,Negative,18,7,11,54
STK-0001520,LG-000268,Landowner,Stakeholder Group 3 (Kolar),Low,Negative,6,2,4,79
STK-0001521,LG-000269,Village Administration,Stakeholder Group 1 (Koppal),High,Positive,30,25,5,9
STK-0001522,LG-000269,Landowner,Stakeholder Group 2 (Koppal),High,Positive,25,21,4,7
STK-0001523,LG-000269,Contractor,Stakeholder Group 3 (Koppal),High,Positive,33,28,5,15
STK-0001524,LG-000270,Village Administration,Stakeholder Group 1 (Mandya),High,Positive,46,39,7,11
STK-0001525,LG-000270,Landowner,Stakeholder Group 2 (Mandya),High,Positive,19,16,3,12
STK-0001526,LG-000270,Village Administration,Stakeholder Group 3 (Mandya),High,Positive,41,34,7,17
STK-0001527,LG-000271,Local Authority,Stakeholder Group 1 (Mysuru),Low,Negative,26,10,16,73
STK-0001528,LG-000271,Local Authority,Stakeholder Group 2 (Mysuru),Low,Negative,38,15,23,71
STK-0001529,LG-000271,District Administration,Stakeholder Group 3 (Mysuru),Low,Negative,23,9,14,47
STK-0001530,LG-000271,Village Administration,Stakeholder Group 4 (Mysuru),Low,Negative,47,18,29,48
STK-0001531,LG-000271,Landowner,Stakeholder Group 5 (Mysuru),Low,Negative,26,10,16,87
STK-0001532,LG-000271,Local Authority,Stakeholder Group 6 (Mysuru),Low,Negative,22,8,14,77
STK-0001533,LG-000271,Local Authority,Stakeholder Group 7 (Mysuru),Low,Negative,37,14,23,55
STK-0001534,LG-000272,Village Administration,Stakeholder Group 1 (Raichur),High,Positive,28,23,5,8
STK-0001535,LG-000272,District Administration,Stakeholder Group 2 (Raichur),High,Positive,29,24,5,10
STK-0001536,LG-000272,Landowner,Stakeholder Group 3 (Raichur),High,Positive,46,39,7,7
STK-0001537,LG-000272,Local Authority,Stakeholder Group 4 (Raichur),High,Positive,12,10,2,6
STK-0001538,LG-000272,Village Administration,Stakeholder Group 5 (Raichur),High,Positive,38,32,6,25
STK-0001539,LG-000273,Local Authority,Stakeholder Group 1 (Ramanagara),High,Positive,12,10,2,16
STK-0001540,LG-000273,Contractor,Stakeholder Group 2 (Ramanagara),High,Positive,38,32,6,12
STK-0001541,LG-000273,Landowner,Stakeholder Group 3 (Ramanagara),High,Positive,31,26,5,18
STK-0001542,LG-000274,District Administration,Stakeholder Group 1 (Shivamogga),High,Positive,24,20,4,17
STK-0001543,LG-000274,Village Administration,Stakeholder Group 2 (Shivamogga),High,Positive,32,27,5,5
STK-0001544,LG-000274,Landowner,Stakeholder Group 3 (Shivamogga),High,Positive,42,35,7,17
STK-0001545,LG-000274,Local Authority,Stakeholder Group 4 (Shivamogga),High,Positive,32,27,5,15
STK-0001546,LG-000274,Landowner,Stakeholder Group 5 (Shivamogga),High,Positive,40,34,6,14
STK-0001547,LG-000275,Village Administration,Stakeholder Group 1 (Tumakuru),High,Positive,33,28,5,5
STK-0001548,LG-000275,District Administration,Stakeholder Group 2 (Tumakuru),High,Positive,50,42,8,18
STK-0001549,LG-000275,Landowner,Stakeholder Group 3 (Tumakuru),High,Positive,6,5,1,25
STK-0001550,LG-000275,District Administration,Stakeholder Group 4 (Tumakuru),High,Positive,31,26,5,9
STK-0001551,LG-000275,Local Authority,Stakeholder Group 5 (Tumakuru),High,Positive,5,4,1,10
STK-0001552,LG-000275,District Administration,Stakeholder Group 6 (Tumakuru),High,Positive,14,11,3,23
STK-0001553,LG-000275,Village Administration,Stakeholder Group 7 (Tumakuru),High,Positive,36,30,6,24
STK-0001554,LG-000276,District Administration,Stakeholder Group 1 (Udupi),High,Positive,46,39,7,6
STK-0001555,LG-000276,Local Authority,Stakeholder Group 2 (Udupi),High,Positive,44,37,7,10
STK-0001556,LG-000276,Landowner,Stakeholder Group 3 (Udupi),High,Positive,14,11,3,18
STK-0001557,LG-000277,Contractor,Stakeholder Group 1 (Uttara Kannada),High,Positive,10,8,2,10
STK-0001558,LG-000277,Village Administration,Stakeholder Group 2 (Uttara Kannada),High,Positive,27,22,5,15
STK-0001559,LG-000277,Village Administration,Stakeholder Group 3 (Uttara Kannada),High,Positive,16,13,3,24
STK-0001560,LG-000278,Contractor,Stakeholder Group 1 (Vijayanagara),Low,Negative,10,4,6,40
STK-0001561,LG-000278,Village Administration,Stakeholder Group 2 (Vijayanagara),Low,Negative,48,19,29,53
STK-0001562,LG-000278,Landowner,Stakeholder Group 3 (Vijayanagara),Low,Negative,28,11,17,48
STK-0001563,LG-000278,Local Authority,Stakeholder Group 4 (Vijayanagara),Low,Negative,27,10,17,81
STK-0001564,LG-000278,District Administration,Stakeholder Group 5 (Vijayanagara),Low,Negative,37,14,23,31
STK-0001565,LG-000279,Local Authority,Stakeholder Group 1 (Vijayapura),High,Positive,35,29,6,7
STK-0001566,LG-000279,Contractor,Stakeholder Group 2 (Vijayapura),High,Positive,17,14,3,19
STK-0001567,LG-000279,Local Authority,Stakeholder Group 3 (Vijayapura),High,Positive,47,39,8,25
STK-0001568,LG-000279,District Administration,Stakeholder Group 4 (Vijayapura),High,Positive,43,36,7,12
STK-0001569,LG-000279,Local Authority,Stakeholder Group 5 (Vijayapura),High,Positive,33,28,5,9
STK-0001570,LG-000279,Landowner,Stakeholder Group 6 (Vijayapura),High,Positive,39,33,6,17
STK-0001571,LG-000279,Local Authority,Stakeholder Group 7 (Vijayapura),High,Positive,20,17,3,17
STK-0001572,LG-000279,Local Authority,Stakeholder Group 8 (Vijayapura),High,Positive,47,39,8,9
STK-0001573,LG-000280,Local Authority,Stakeholder Group 1 (Yadgir),High,Positive,15,12,3,19
STK-0001574,LG-000280,Contractor,Stakeholder Group 2 (Yadgir),High,Positive,45,38,7,7
STK-0001575,LG-000280,Local Authority,Stakeholder Group 3 (Yadgir),High,Positive,49,41,8,19
STK-0001576,LG-000281,Contractor,Stakeholder Group 1 (Alappuzha),High,Positive,5,4,1,10
STK-0001577,LG-000281,Landowner,Stakeholder Group 2 (Alappuzha),High,Positive,8,6,2,8
STK-0001578,LG-000281,Local Authority,Stakeholder Group 3 (Alappuzha),High,Positive,44,37,7,5
STK-0001579,LG-000281,Local Authority,Stakeholder Group 4 (Alappuzha),High,Positive,29,24,5,22
STK-0001580,LG-000281,Landowner,Stakeholder Group 5 (Alappuzha),High,Positive,35,29,6,24
STK-0001581,LG-000281,Local Authority,Stakeholder Group 6 (Alappuzha),High,Positive,7,5,2,6
STK-0001582,LG-000282,Contractor,Stakeholder Group 1 (Ernakulam),Low,Negative,11,4,7,85
STK-0001583,LG-000282,Contractor,Stakeholder Group 2 (Ernakulam),Low,Negative,15,6,9,31
STK-0001584,LG-000282,Local Authority,Stakeholder Group 3 (Ernakulam),Low,Negative,10,4,6,66
STK-0001585,LG-000282,Village Administration,Stakeholder Group 4 (Ernakulam),Low,Negative,12,4,8,62
STK-0001586,LG-000282,Contractor,Stakeholder Group 5 (Ernakulam),Low,Negative,40,16,24,79
STK-0001587,LG-000282,Landowner,Stakeholder Group 6 (Ernakulam),Low,Negative,13,5,8,61
STK-0001588,LG-000282,Village Administration,Stakeholder Group 7 (Ernakulam),Low,Negative,48,19,29,73
STK-0001589,LG-000282,Village Administration,Stakeholder Group 8 (Ernakulam),Low,Negative,39,15,24,55
STK-0001590,LG-000283,Landowner,Stakeholder Group 1 (Idukki),High,Positive,7,5,2,21
STK-0001591,LG-000283,Local Authority,Stakeholder Group 2 (Idukki),High,Positive,40,34,6,19
STK-0001592,LG-000283,Landowner,Stakeholder Group 3 (Idukki),High,Positive,30,25,5,7
STK-0001593,LG-000283,Local Authority,Stakeholder Group 4 (Idukki),High,Positive,8,6,2,19
STK-0001594,LG-000284,Village Administration,Stakeholder Group 1 (Kannur),High,Positive,22,18,4,24
STK-0001595,LG-000284,Local Authority,Stakeholder Group 2 (Kannur),High,Positive,31,26,5,10
STK-0001596,LG-000284,Local Authority,Stakeholder Group 3 (Kannur),High,Positive,15,12,3,21
STK-0001597,LG-000284,Village Administration,Stakeholder Group 4 (Kannur),High,Positive,46,39,7,11
STK-0001598,LG-000284,Local Authority,Stakeholder Group 5 (Kannur),High,Positive,31,26,5,7
STK-0001599,LG-000284,District Administration,Stakeholder Group 6 (Kannur),High,Positive,42,35,7,19
STK-0001600,LG-000284,Contractor,Stakeholder Group 7 (Kannur),High,Positive,11,9,2,22
STK-0001601,LG-000285,Local Authority,Stakeholder Group 1 (Kasaragod),High,Positive,16,13,3,24
STK-0001602,LG-000285,Local Authority,Stakeholder Group 2 (Kasaragod),High,Positive,12,10,2,13
STK-0001603,LG-000285,District Administration,Stakeholder Group 3 (Kasaragod),High,Positive,45,38,7,20
STK-0001604,LG-000285,Village Administration,Stakeholder Group 4 (Kasaragod),High,Positive,29,24,5,25
STK-0001605,LG-000286,Local Authority,Stakeholder Group 1 (Kollam),Low,Negative,17,6,11,83
STK-0001606,LG-000286,Contractor,Stakeholder Group 2 (Kollam),Low,Negative,38,15,23,62
STK-0001607,LG-000286,District Administration,Stakeholder Group 3 (Kollam),Low,Negative,11,4,7,37
STK-0001608,LG-000287,Contractor,Stakeholder Group 1 (Kottayam),High,Positive,5,4,1,11
STK-0001609,LG-000287,Local Authority,Stakeholder Group 2 (Kottayam),High,Positive,14,11,3,20
STK-0001610,LG-000287,Local Authority,Stakeholder Group 3 (Kottayam),High,Positive,44,37,7,22
STK-0001611,LG-000287,District Administration,Stakeholder Group 4 (Kottayam),High,Positive,9,7,2,23
STK-0001612,LG-000287,District Administration,Stakeholder Group 5 (Kottayam),High,Positive,22,18,4,18
STK-0001613,LG-000287,Contractor,Stakeholder Group 6 (Kottayam),High,Positive,8,6,2,23
STK-0001614,LG-000288,Contractor,Stakeholder Group 1 (Kozhikode),Low,Negative,8,3,5,40
STK-0001615,LG-000288,District Administration,Stakeholder Group 2 (Kozhikode),Low,Negative,43,17,26,49
STK-0001616,LG-000288,Landowner,Stakeholder Group 3 (Kozhikode),Low,Negative,14,5,9,53
STK-0001617,LG-000288,Landowner,Stakeholder Group 4 (Kozhikode),Low,Negative,16,6,10,82
STK-0001618,LG-000288,Landowner,Stakeholder Group 5 (Kozhikode),Low,Negative,17,6,11,57
STK-0001619,LG-000288,Contractor,Stakeholder Group 6 (Kozhikode),Low,Negative,26,10,16,86
STK-0001620,LG-000288,Village Administration,Stakeholder Group 7 (Kozhikode),Low,Negative,11,4,7,65
STK-0001621,LG-000289,Contractor,Stakeholder Group 1 (Malappuram),Low,Negative,26,10,16,64
STK-0001622,LG-000289,Village Administration,Stakeholder Group 2 (Malappuram),Low,Negative,48,19,29,84
STK-0001623,LG-000289,Landowner,Stakeholder Group 3 (Malappuram),Low,Negative,46,18,28,81
STK-0001624,LG-000290,Local Authority,Stakeholder Group 1 (Palakkad),High,Positive,8,6,2,13
STK-0001625,LG-000290,Village Administration,Stakeholder Group 2 (Palakkad),High,Positive,44,37,7,20
STK-0001626,LG-000290,District Administration,Stakeholder Group 3 (Palakkad),High,Positive,48,40,8,16
STK-0001627,LG-000290,Contractor,Stakeholder Group 4 (Palakkad),High,Positive,20,17,3,24
STK-0001628,LG-000290,Contractor,Stakeholder Group 5 (Palakkad),High,Positive,28,23,5,24
STK-0001629,LG-000290,Local Authority,Stakeholder Group 6 (Palakkad),High,Positive,31,26,5,10
STK-0001630,LG-000291,Landowner,Stakeholder Group 1 (Pathanamthitta),Low,Negative,19,7,12,36
STK-0001631,LG-000291,Village Administration,Stakeholder Group 2 (Pathanamthitta),Low,Negative,47,18,29,33
