compensation_id,project_id,total_estimated_amount,total_approved_amount,total_disbursed_amount,total_pending_amount,beneficiaries_total,beneficiaries_paid,beneficiaries_pending,average_processing_days,payment_status,compensation_dispute_count
COMP-000234,LG-000234,18869620101.59,18869620101.59,17986641595.43,882978506.16,107,101,6,43,Partially Completed,0
COMP-000235,LG-000235,32579796735.82,29321817062.24,16126999384.23,13194817678.01,1819,1000,819,74,Partially Completed,9
COMP-000236,LG-000236,10667870722.32,10667870722.32,10461514317.6,206356404.72,156,152,4,39,Partially Completed,2
COMP-000237,LG-000237,7718641524.36,7718641524.36,7044490802.22,674150722.14,3215,2934,281,15,Partially Completed,3
COMP-000238,LG-000238,13364655779.14,12028190201.23,6615504610.68,5412685590.55,3241,1782,1459,89,Partially Completed,12
COMP-000239,LG-000239,32488268286.76,32488268286.76,29537178283.9,2951090002.86,3195,2904,291,20,Partially Completed,0
COMP-000240,LG-000240,9405090089.59,9405090089.59,8125069545.5,1280020544.09,88,76,12,48,Partially Completed,1
COMP-000241,LG-000241,28914284461.9,28914284461.9,26881229421.19,2033055040.71,2987,2776,211,29,Partially Completed,3
COMP-000242,LG-000242,4050174230.5,3442648095.92,1445912200.29,1996735895.63,3050,1281,1769,60,In Progress,25
COMP-000243,LG-000243,10957723085.15,9861950776.64,5424072927.15,4437877849.49,3105,1707,1398,127,Partially Completed,11
COMP-000244,LG-000244,31113511219.26,31113511219.26,27092439855.83,4021071363.43,3256,2835,421,33,Partially Completed,3
COMP-000245,LG-000245,32601301085.43,29341170976.89,16137644037.29,13203526939.6,3400,1870,1530,166,Partially Completed,12
COMP-000246,LG-000246,6494880885.34,6494880885.34,5857623111.25,637257774.09,2285,2060,225,55,Partially Completed,3
COMP-000247,LG-000247,27455750381.57,27455750381.57,23664044985.98,3791705395.59,1221,1052,169,34,Partially Completed,2
COMP-000248,LG-000248,11520699251.8,11520699251.8,10530102087.12,990597164.68,3887,3552,335,41,Partially Completed,1
COMP-000249,LG-000249,13237715409.97,13237715409.97,11597020048.54,1640695361.43,709,621,88,52,Partially Completed,2
COMP-000250,LG-000250,14232708303.76,14232708303.76,13155502631.54,1077205672.22,4073,3764,309,21,Partially Completed,2
COMP-000251,LG-000251,1220233168.76,1098209851.88,604015418.53,494194433.35,1885,1036,849,143,Partially Completed,8
COMP-000252,LG-000252,15499011502.54,13949110352.29,7672010693.76,6277099658.53,1559,857,702,171,Partially Completed,8
COMP-000253,LG-000253,8961112440.05,8961112440.05,8303883679.55,657228760.5,3786,3508,278,58,Partially Completed,0
COMP-000254,LG-000254,23782515415.49,23782515415.49,20645911929.84,3136603485.65,3391,2943,448,37,Partially Completed,2
COMP-000255,LG-000255,20030318848.71,18027286963.84,9915007830.11,8112279133.73,1101,605,496,173,Partially Completed,7
COMP-000256,LG-000256,7404503778.64,6293828211.84,2643407848.97,3650420362.87,580,243,337,132,In Progress,21
COMP-000257,LG-000257,8942269266.27,8942269266.27,8611846633.51,330422632.76,2076,1999,77,26,Partially Completed,1
COMP-000258,LG-000258,17639514990.03,17639514990.03,15092744886.63,2546770103.4,4081,3491,590,34,Partially Completed,3
COMP-000259,LG-000259,6473711187.34,6473711187.34,6433876348.52,39834838.82,4244,4217,27,49,Partially Completed,1
COMP-000260,LG-000260,28690569956.09,28690569956.09,25255628153.17,3434941802.92,1977,1740,237,50,Partially Completed,0
COMP-000261,LG-000261,25574117457.62,21737999838.98,9129959932.37,12608039906.61,3192,1340,1852,98,In Progress,21
COMP-000262,LG-000262,37354256960.72,37354256960.72,36560078383.93,794178576.79,1123,1099,24,18,Partially Completed,0
COMP-000263,LG-000263,40359910982.95,34305924335.51,14408488220.91,19897436114.6,4278,1796,2482,66,In Progress,20
COMP-000264,LG-000264,27922004791.09,27922004791.09,24279328020.41,3642676770.68,4140,3599,541,47,Partially Completed,2
COMP-000265,LG-000265,26362788132.32,26362788132.32,23995891789.17,2366896343.15,3549,3230,319,43,Partially Completed,1
COMP-000266,LG-000266,8154176423.84,8154176423.84,7352188669.3,801987754.54,4158,3749,409,45,Partially Completed,0
COMP-000267,LG-000267,5050939281.78,4545845353.6,2500214944.48,2045630409.12,3743,2058,1685,105,Partially Completed,8
COMP-000268,LG-000268,42329296076.65,38096366468.99,20953001557.94,17143364911.05,4652,2558,2094,131,Partially Completed,8
COMP-000269,LG-000269,35020633727.25,35020633727.25,32243023971.09,2777609756.16,4179,3847,332,42,Partially Completed,1
COMP-000270,LG-000270,9500298424.47,9500298424.47,9160578762.11,339719662.36,4971,4793,178,15,Partially Completed,0
COMP-000271,LG-000271,2591866576.44,2203086589.97,925296367.79,1277790222.18,1292,542,750,139,In Progress,12
COMP-000272,LG-000272,7652455129.0,7652455129.0,6585823470.79,1066631658.21,3094,2662,432,35,Partially Completed,0
COMP-000273,LG-000273,10447721097.38,10447721097.38,9829550871.62,618170225.76,487,458,29,54,Partially Completed,1
COMP-000274,LG-000274,16097420820.46,16097420820.46,14126884202.55,1970536617.91,2912,2555,357,21,Partially Completed,1
COMP-000275,LG-000275,30684870777.6,30684870777.6,29376434429.87,1308436347.73,4297,4113,184,50,Partially Completed,2
COMP-000276,LG-000276,16797858892.18,16797858892.18,15228575948.24,1569282943.94,414,375,39,18,Partially Completed,1
COMP-000277,LG-000277,16803585654.51,16803585654.51,16133522102.19,670063552.32,1915,1838,77,36,Partially Completed,1
COMP-000278,LG-000278,41026931439.9,34872891723.92,14646614524.05,20226277199.87,434,182,252,154,In Progress,14
COMP-000279,LG-000279,44692912006.83,44692912006.83,43820812425.82,872099581.01,3900,3823,77,46,Partially Completed,2
COMP-000280,LG-000280,32517792294.59,32517792294.59,29087001403.23,3430790891.36,498,445,53,57,Partially Completed,2
COMP-000281,LG-000281,45016357646.85,45016357646.85,38551365425.25,6464992221.6,1486,1272,214,34,Partially Completed,0
COMP-000282,LG-000282,4658543872.79,4192689485.51,2305979217.03,1886710268.48,3465,1905,1560,117,Partially Completed,6
COMP-000283,LG-000283,43231727267.16,43231727267.16,42667660041.12,564067226.04,4017,3964,53,46,Partially Completed,0
COMP-000284,LG-000284,10908225385.55,10908225385.55,9780049737.92,1128175647.63,3574,3204,370,35,Partially Completed,1
COMP-000285,LG-000285,47857586592.66,47857586592.66,47688405530.62,169181062.04,3880,3866,14,32,Partially Completed,1
COMP-000286,LG-000286,34469971855.71,29299476077.35,12305779952.49,16993696124.86,3285,1379,1906,167,In Progress,15
COMP-000287,LG-000287,36877148733.34,36877148733.34,32215395224.12,4661753509.22,3329,2908,421,46,Partially Completed,3
COMP-000288,LG-000288,28833404960.76,25950064464.68,14272535455.57,11677529009.11,4206,2313,1893,82,Partially Completed,9
COMP-000289,LG-000289,11379687800.81,10241719020.73,5632945461.4,4608773559.33,471,259,212,172,Partially Completed,8
COMP-000290,LG-000290,24795132806.52,24795132806.52,22983370331.0,1811762475.52,4886,4528,358,26,Partially Completed,1
COMP-000291,LG-000291,13631826791.34,11587052772.64,4866562164.51,6720490608.13,4962,2084,2878,133,In Progress,16
COMP-000292,LG-000292,10204278358.87,10204278358.87,9863998240.21,340280118.66,2493,2409,84,28,Partially Completed,0
COMP-000293,LG-000293,37346009841.87,31744108365.59,13332525513.55,18411582852.04,3878,1628,2250,152,In Progress,21
COMP-000294,LG-000294,14286235639.22,14286235639.22,12555123649.57,1731111989.65,1970,1731,239,30,Partially Completed,0
COMP-000295,LG-000295,20966680513.12,18870012461.81,10378506854.0,8491505607.81,102,56,46,104,Partially Completed,5
COMP-000296,LG-000296,34593218157.28,34593218157.28,32264408400.47,2328809756.81,3176,2962,214,15,Partially Completed,0
COMP-000297,LG-000297,20963388942.56,18867050048.3,10376877526.57,8490172521.73,660,363,297,175,Partially Completed,6
COMP-000298,LG-000298,5990565202.22,5990565202.22,5316437321.04,674127881.18,2615,2320,295,23,Partially Completed,3
COMP-000299,LG-000299,30774119901.15,26158001915.98,10986360804.71,15171641111.27,654,274,380,60,In Progress,23
COMP-000300,LG-000300,25537992151.4,25537992151.4,23389573263.38,2148418888.02,1037,949,88,47,Partially Completed,0
COMP-000301,LG-000301,4659983741.59,4659983741.59,4246498680.92,413485060.67,4309,3926,383,31,Partially Completed,1
COMP-000302,LG-000302,13448782656.11,13448782656.11,13390357970.69,58424685.42,330,328,2,50,Partially Completed,3
COMP-000303,LG-000303,10099211793.83,10099211793.83,10037725880.33,61485913.5,1049,1042,7,39,Partially Completed,0
COMP-000304,LG-000304,13262587883.51,11273199700.98,4734743874.41,6538455826.57,4839,2032,2807,178,In Progress,24
COMP-000305,LG-000305,17788164008.38,16009347607.54,8805141184.15,7204206423.39,2514,1382,1132,104,Partially Completed,11
COMP-000306,LG-000306,9747717322.78,9747717322.78,8822657306.15,925060016.63,48,43,5,43,Partially Completed,2
COMP-000307,LG-000307,43440952223.68,43440952223.68,42624791534.3,816160689.38,4960,4866,94,20,Partially Completed,3
COMP-000308,LG-000308,20507846959.11,20507846959.11,19161314916.96,1346532042.15,1168,1091,77,29,Partially Completed,2
COMP-000309,LG-000309,18895692719.27,17006123447.34,9353367896.04,7652755551.3,851,468,383,127,Partially Completed,8
COMP-000310,LG-000310,9214651044.58,8293185940.12,4561252267.07,3731933673.05,4185,2301,1884,143,Partially Completed,8
COMP-000311,LG-000311,40566949822.55,40566949822.55,40390098798.2,176851024.35,704,700,4,47,Partially Completed,2
COMP-000312,LG-000312,37500407830.28,33750367047.25,18562701875.99,15187665171.26,1690,929,761,87,Partially Completed,7
COMP-000313,LG-000313,20162714135.76,20162714135.76,18704552129.95,1458162005.81,4420,4100,320,59,Partially Completed,1
COMP-000314,LG-000314,28449996688.2,25604997019.38,14082748360.66,11522248658.72,1903,1046,857,152,Partially Completed,12
COMP-000315,LG-000315,22865554214.04,22865554214.04,22825521699.19,40032514.85,1653,1650,3,19,Partially Completed,1
COMP-000316,LG-000316,3319101430.38,3319101430.38,2828669298.63,490432131.75,3962,3376,586,22,Partially Completed,0
COMP-000317,LG-000317,24347190149.53,24347190149.53,21017358992.3,3329831157.23,2934,2532,402,35,Partially Completed,1
COMP-000318,LG-000318,47207933448.68,47207933448.68,41008777920.34,6199155528.34,4065,3531,534,56,Partially Completed,2
COMP-000319,LG-000319,28394783451.94,28394783451.94,28032149801.6,362633650.34,3642,3595,47,42,Partially Completed,3
COMP-000320,LG-000320,673258599.38,673258599.38,612229054.46,61029544.92,74,67,7,51,Partially Completed,0
COMP-000321,LG-000321,18365457117.34,18365457117.34,15805837684.56,2559619432.78,2553,2197,356,36,Partially Completed,0
COMP-000322,LG-000322,38027104777.12,32323039060.55,13575676405.43,18747362655.12,2913,1223,1690,85,In Progress,19
COMP-000323,LG-000323,21013172609.67,17861196718.22,7501702621.65,10359494096.57,3769,1582,2187,78,In Progress,17
COMP-000324,LG-000324,11703769331.37,9948203931.66,4178245651.3,5769958280.36,4377,1838,2539,131,In Progress,16
COMP-000325,LG-000325,38605204086.6,38605204086.6,33699507504.36,4905696582.24,4005,3496,509,29,Partially Completed,0
COMP-000326,LG-000326,40033763339.98,34028698838.98,14292053512.37,19736645326.61,4800,2016,2784,164,In Progress,16
COMP-000327,LG-000327,16597161176.63,14937445058.97,8215594782.43,6721850276.54,4485,2466,2019,150,Partially Completed,7
COMP-000328,LG-000328,25348231327.98,22813408195.18,12547374507.35,10266033687.83,72,39,33,177,Partially Completed,10
COMP-000329,LG-000329,8903371558.04,7567865824.33,3178503646.22,4389362178.11,1686,708,978,121,In Progress,21
COMP-000330,LG-000330,38487236814.08,38487236814.08,37557972866.06,929263948.02,1972,1924,48,39,Partially Completed,2
COMP-000331,LG-000331,18758253865.37,15944515785.56,6696696629.94,9247819155.62,3178,1334,1844,119,In Progress,23
COMP-000332,LG-000332,9700763715.84,9700763715.84,9593574351.82,107189364.02,3663,3622,41,42,Partially Completed,3
COMP-000333,LG-000333,34834861497.79,31351375348.01,17243256441.41,14108118906.6,723,397,326,87,Partially Completed,10
COMP-000334,LG-000334,44345579384.75,37693742477.04,15831371840.36,21862370636.68,2952,1239,1713,174,In Progress,23
COMP-000335,LG-000335,44954760379.18,40459284341.26,22252606387.69,18206677953.57,156,85,71,111,Partially Completed,9
COMP-000336,LG-000336,10127381950.32,9114643755.29,5013054065.41,4101589689.88,894,491,403,144,Partially Completed,5
COMP-000337,LG-000337,16757236739.45,15081513065.51,8294832186.03,6786680879.48,1141,627,514,71,Partially Completed,8
COMP-000338,LG-000338,7404668324.69,7404668324.69,6447761269.19,956907055.5,74,64,10,36,Partially Completed,1
COMP-000339,LG-000339,8553393622.77,8553393622.77,7890580921.29,662812701.48,2929,2702,227,30,Partially Completed,3
COMP-000340,LG-000340,24245395187.42,24245395187.42,21958084898.8,2287310288.62,597,540,57,19,Partially Completed,0
COMP-000341,LG-000341,881805482.64,881805482.64,759203020.11,122602462.53,2982,2567,415,54,Partially Completed,0
COMP-000342,LG-000342,19212466665.76,17291219999.18,9510170999.55,7781048999.63,1721,946,775,144,Partially Completed,12
COMP-000343,LG-000343,1666610016.82,1666610016.82,1533523710.66,133086306.16,749,689,60,51,Partially Completed,2
COMP-000344,LG-000344,28732497492.43,28732497492.43,25312605056.91,3419892435.52,493,434,59,31,Partially Completed,0
COMP-000345,LG-000345,11642618371.44,10478356534.3,5763096093.86,4715260440.44,611,336,275,128,Partially Completed,11
COMP-000346,LG-000346,26358551721.27,26358551721.27,24580566191.71,1777985529.56,3836,3577,259,18,Partially Completed,2
COMP-000347,LG-000347,19130401380.04,17217361242.04,9469548683.12,7747812558.92,588,323,265,127,Partially Completed,8
COMP-000348,LG-000348,29196599795.79,29196599795.79,28622654444.59,573945351.2,975,955,20,52,Partially Completed,3
COMP-000349,LG-000349,30086215554.44,30086215554.44,29735655752.36,350559802.08,1723,1702,21,35,Partially Completed,0
COMP-000350,LG-000350,23811096381.01,23811096381.01,20300677688.54,3510418692.47,2676,2281,395,56,Partially Completed,3
COMP-000351,LG-000351,14359551193.18,14359551193.18,13745662386.02,613888807.16,4955,4743,212,30,Partially Completed,0
COMP-000352,LG-000352,16141833520.78,16141833520.78,14185153330.6,1956680190.18,1809,1589,220,57,Partially Completed,2
COMP-000353,LG-000353,26554983981.88,22571736384.6,9480129281.53,13091607103.07,725,304,421,133,In Progress,12
COMP-000354,LG-000354,4364348682.81,4364348682.81,3791880952.26,572467730.55,2697,2343,354,25,Partially Completed,3
COMP-000355,LG-000355,8937112847.82,8043401563.04,4423870859.67,3619530703.37,3337,1835,1502,126,Partially Completed,6
COMP-000356,LG-000356,13267391946.74,13267391946.74,11301674342.09,1965717604.65,3410,2904,506,34,Partially Completed,2
COMP-000357,LG-000357,26075833379.98,26075833379.98,23739632065.39,2336201314.59,1324,1205,119,60,Partially Completed,1
COMP-000358,LG-000358,25580771394.65,21743655685.45,9132335387.89,12611320297.56,3273,1374,1899,63,In Progress,16
COMP-000359,LG-000359,6794166372.38,6794166372.38,5837842727.86,956323644.52,468,402,66,53,Partially Completed,3
COMP-000360,LG-000360,5498423071.76,5498423071.76,5153923322.55,344499749.21,3554,3331,223,57,Partially Completed,1
COMP-000361,LG-000361,41026874587.92,41026874587.92,35098224360.81,5928650227.11,1325,1133,192,19,Partially Completed,3
COMP-000362,LG-000362,8537190360.12,7683471324.11,4225909228.26,3457562095.85,1887,1037,850,114,Partially Completed,11
COMP-000363,LG-000363,11183412913.41,9505900976.4,3992478410.09,5513422566.31,2312,971,1341,103,In Progress,15
COMP-000364,LG-000364,7951518980.0,7156367082.0,3936001895.1,3220365186.9,2010,1105,905,156,Partially Completed,12
COMP-000365,LG-000365,39310811870.92,33414190090.28,14033959837.92,19380230252.36,1669,700,969,165,In Progress,21
COMP-000366,LG-000366,18860455653.22,18860455653.22,17340699879.28,1519755773.94,4232,3890,342,53,Partially Completed,2
COMP-000367,LG-000367,44069442363.97,39662498127.57,21814373970.16,17848124157.41,2369,1302,1067,119,Partially Completed,5
COMP-000368,LG-000368,6564688104.72,6564688104.72,6376361002.42,188327102.3,4596,4464,132,39,Partially Completed,1
COMP-000369,LG-000369,12615907644.9,10723521498.16,4503879029.23,6219642468.93,434,182,252,89,In Progress,21
COMP-000370,LG-000370,6621814725.7,5959633253.13,3277798289.22,2681834963.91,2548,1401,1147,88,Partially Completed,10
COMP-000371,LG-000371,25713026832.31,21856072807.46,9179550579.13,12676522228.33,2196,922,1274,126,In Progress,23
COMP-000372,LG-000372,29377062673.62,24970503272.58,10487611374.48,14482891898.1,3931,1651,2280,61,In Progress,13
COMP-000373,LG-000373,17914646900.37,16123182210.33,8867750215.68,7255431994.65,2806,1543,1263,133,Partially Completed,12
COMP-000374,LG-000374,27068673941.01,27068673941.01,26921485441.21,147188499.8,2867,2851,16,60,Partially Completed,0
COMP-000375,LG-000375,22788117894.54,20509306105.09,11280118357.8,9229187747.29,2771,1524,1247,174,Partially Completed,8
COMP-000376,LG-000376,15671819013.38,15671819013.38,13634738736.99,2037080276.39,1297,1128,169,39,Partially Completed,0
COMP-000377,LG-000377,2029727993.33,1826755194.0,1004715356.7,822039837.3,1233,678,555,72,Partially Completed,6
COMP-000378,LG-000378,26583808245.72,23925427421.15,13158985081.63,10766442339.52,406,223,183,127,Partially Completed,10
COMP-000379,LG-000379,12884025323.26,12884025323.26,12475609101.22,408416222.04,2036,1971,65,51,Partially Completed,2
COMP-000380,LG-000380,28620600373.73,28620600373.73,28222822725.49,397777648.24,1771,1746,25,54,Partially Completed,1
COMP-000381,LG-000381,39918615087.51,39918615087.51,34599511721.46,5319103366.05,1381,1196,185,28,Partially Completed,1
COMP-000382,LG-000382,39223053105.97,39223053105.97,34414849891.43,4808203214.54,3049,2675,374,28,Partially Completed,0
COMP-000383,LG-000383,13218159937.33,13218159937.33,11347915632.93,1870244304.4,3497,3002,495,54,Partially Completed,2
COMP-000384,LG-000384,24292651069.95,21863385962.96,12024862279.63,9838523683.33,2048,1126,922,96,Partially Completed,7
COMP-000385,LG-000385,10023223147.24,9020900832.52,4961495457.89,4059405374.63,2566,1411,1155,157,Partially Completed,12
COMP-000386,LG-000386,6532523077.32,6532523077.32,5974746947.19,557776130.13,3312,3029,283,22,Partially Completed,1
COMP-000387,LG-000387,35117673836.21,35117673836.21,31232170194.81,3885503641.4,1427,1269,158,20,Partially Completed,3
COMP-000388,LG-000388,38614324391.27,38614324391.27,33622613461.14,4991710930.13,1202,1046,156,45,Partially Completed,1
COMP-000389,LG-000389,2038935241.01,2038935241.01,1972536739.9,66398501.11,2635,2549,86,54,Partially Completed,2
COMP-000390,LG-000390,26290363157.3,23661326841.57,13013729762.86,10647597078.71,4206,2313,1893,98,Partially Completed,8
COMP-000391,LG-000391,22382571313.59,22382571313.59,21215811532.14,1166759781.45,2073,1964,109,19,Partially Completed,2
COMP-000392,LG-000392,28281536514.95,24039306037.71,10096508535.84,13942797501.87,3495,1467,2028,123,In Progress,13
COMP-000393,LG-000393,38448966541.08,38448966541.08,36056222459.69,2392744081.39,824,772,52,19,Partially Completed,3
COMP-000394,LG-000394,9967989737.68,9967989737.68,9274999760.99,692989976.69,209,194,15,22,Partially Completed,0
COMP-000395,LG-000395,15974652507.81,13578454631.64,5702950945.29,7875503686.35,910,382,528,159,In Progress,21
COMP-000396,LG-000396,16410798339.36,14769718505.42,8123345177.98,6646373327.44,2189,1203,986,125,Partially Completed,12
COMP-000397,LG-000397,18120454174.27,18120454174.27,17898237406.82,222216767.45,1252,1236,16,53,Partially Completed,0
COMP-000398,LG-000398,17996958694.14,17996958694.14,16273375514.91,1723583179.23,269,243,26,50,Partially Completed,3
COMP-000399,LG-000399,652073249.02,652073249.02,619048547.47,33024701.55,4921,4671,250,52,Partially Completed,0
COMP-000400,LG-000400,29010626220.66,29010626220.66,26633305144.24,2377321076.42,3077,2824,253,19,Partially Completed,1
COMP-000401,LG-000401,21647946894.36,18400754860.21,7728317041.29,10672437818.92,3215,1350,1865,155,In Progress,12
COMP-000402,LG-000402,4967483275.21,4470734947.69,2458904221.23,2011830726.46,1099,604,495,164,Partially Completed,7
COMP-000403,LG-000403,8532493842.51,8532493842.51,8322676114.72,209817727.79,1060,1033,27,60,Partially Completed,3
COMP-000404,LG-000404,28109122928.54,25298210635.69,13914015849.63,11384194786.06,1271,699,572,71,Partially Completed,5
COMP-000405,LG-000405,22973177138.43,20675859424.59,11371722683.52,9304136741.07,2064,1135,929,119,Partially Completed,8
COMP-000406,LG-000406,29200649788.89,29200649788.89,26068532169.57,3132117619.32,1239,1106,133,18,Partially Completed,1
COMP-000407,LG-000407,11254797785.43,11254797785.43,10131283430.01,1123514355.42,1775,1597,178,59,Partially Completed,3
COMP-000408,LG-000408,6647637318.02,6647637318.02,6160227312.56,487410005.46,1553,1439,114,20,Partially Completed,2
COMP-000409,LG-000409,20027557860.06,20027557860.06,18735075364.5,1292482495.56,4554,4260,294,24,Partially Completed,2
COMP-000410,LG-000410,1689252504.5,1689252504.5,1444604689.21,244647815.29,4333,3705,628,17,Partially Completed,2
COMP-000411,LG-000411,396551014.65,396551014.65,380610700.35,15940314.3,1408,1351,57,28,Partially Completed,0
COMP-000412,LG-000412,1571439198.97,1571439198.97,1553814758.65,17624440.32,1250,1235,15,58,Partially Completed,1
COMP-000413,LG-000413,21608040128.9,19447236116.01,10695979863.81,8751256252.2,4977,2737,2240,170,Partially Completed,8
COMP-000414,LG-000414,23702050208.19,23702050208.19,23142225890.82,559824317.37,842,822,20,20,Partially Completed,0
COMP-000415,LG-000415,16242481093.74,16242481093.74,15141741415.42,1100739678.32,4642,4327,315,48,Partially Completed,3
COMP-000416,LG-000416,22507394536.33,22507394536.33,20276093300.35,2231301235.98,1129,1017,112,40,Partially Completed,0
COMP-000417,LG-000417,11550762644.5,11550762644.5,10706476758.48,844285886.02,3205,2970,235,46,Partially Completed,2
COMP-000418,LG-000418,45702398666.75,45702398666.75,41022972582.28,4679426084.47,3798,3409,389,34,Partially Completed,3
COMP-000419,LG-000419,30760354108.35,30760354108.35,30337298799.78,423055308.57,4555,4492,63,39,Partially Completed,0
COMP-000420,LG-000420,8809865948.4,7928879353.56,4360883644.46,3567995709.1,81,44,37,130,Partially Completed,9
COMP-000421,LG-000421,7607406859.1,7607406859.1,6477545443.59,1129861415.51,3460,2946,514,55,Partially Completed,2
COMP-000422,LG-000422,14090525255.04,14090525255.04,13807682158.4,282843096.64,3018,2957,61,31,Partially Completed,2
COMP-000423,LG-000423,47828214944.23,47828214944.23,45263098463.41,2565116480.82,2966,2806,160,24,Partially Completed,3
COMP-000424,LG-000424,31385093250.05,31385093250.05,28821736805.85,2563356444.2,2294,2106,188,58,Partially Completed,3
COMP-000425,LG-000425,15726118022.42,15726118022.42,13973000177.16,1753117845.26,4784,4250,534,27,Partially Completed,2
COMP-000426,LG-000426,4850778787.11,4850778787.11,4197525020.35,653253766.76,4495,3889,606,52,Partially Completed,1
COMP-000427,LG-000427,25236269113.31,22712642201.98,12491953211.09,10220688990.89,597,328,269,73,Partially Completed,6
COMP-000428,LG-000428,14190341733.52,12061790473.49,5065951998.87,6995838474.62,1380,579,801,82,In Progress,15
COMP-000429,LG-000429,9874924822.03,8887432339.83,4888087786.91,3999344552.92,4945,2719,2226,114,Partially Completed,5
COMP-000430,LG-000430,2064316744.5,1754669232.83,736961077.79,1017708155.04,1522,639,883,162,In Progress,13
COMP-000431,LG-000431,12150128867.64,12150128867.64,12089221501.1,60907366.54,3418,3400,18,57,Partially Completed,1
COMP-000432,LG-000432,4817820140.96,4817820140.96,4297881247.03,519938893.93,4813,4293,520,41,Partially Completed,1
COMP-000433,LG-000433,38546274191.5,34691646772.35,19080405724.79,15611241047.56,4479,2463,2016,80,Partially Completed,6
COMP-000434,LG-000434,12161087780.79,12161087780.79,10409765505.18,1751322275.61,4843,4145,698,49,Partially Completed,1
COMP-000435,LG-000435,22336327376.57,22336327376.57,20511190767.27,1825136609.3,641,588,53,24,Partially Completed,3
COMP-000436,LG-000436,5519516385.48,5519516385.48,4964903785.51,554612599.97,2203,1981,222,25,Partially Completed,0
COMP-000437,LG-000437,18346549251.66,18346549251.66,16497540769.17,1849008482.49,215,193,22,45,Partially Completed,3
COMP-000438,LG-000438,17474743698.74,17474743698.74,15843250686.51,1631493012.23,549,497,52,46,Partially Completed,0
COMP-000439,LG-000439,30882001431.07,30882001431.07,28687646453.91,2194354977.16,3618,3360,258,33,Partially Completed,0
COMP-000440,LG-000440,30995561116.42,30995561116.42,29191781832.41,1803779284.01,3728,3511,217,45,Partially Completed,3
COMP-000441,LG-000441,198585381.63,198585381.63,195251966.29,3333415.34,4614,4536,78,29,Partially Completed,2
COMP-000442,LG-000442,40278962830.55,34237118405.97,14379589730.51,19857528675.46,1500,630,870,74,In Progress,12
COMP-000443,LG-000443,20125708489.27,17106852215.88,7184877930.67,9921974285.21,4725,1984,2741,165,In Progress,24
COMP-000444,LG-000444,16311207504.74,16311207504.74,15766057553.22,545149951.52,1426,1378,48,48,Partially Completed,2
COMP-000445,LG-000445,304397547.33,273957792.6,150676785.93,123281006.67,1225,673,552,89,Partially Completed,9
COMP-000446,LG-000446,43403875015.51,39063487513.96,21484918132.68,17578569381.28,689,378,311,177,Partially Completed,8
COMP-000447,LG-000447,33449515552.8,30104563997.52,16557510198.64,13547053798.88,2065,1135,930,180,Partially Completed,12
COMP-000448,LG-000448,30113739659.35,30113739659.35,28607689916.36,1506049742.99,1381,1311,70,24,Partially Completed,2
COMP-000449,LG-000449,10144626662.55,9130163996.3,5021590197.97,4108573798.33,4852,2668,2184,106,Partially Completed,11
COMP-000450,LG-000450,29831107927.3,26847997134.57,14766398424.01,12081598710.56,2921,1606,1315,168,Partially Completed,7
COMP-000451,LG-000451,28705462062.97,24399642753.52,10247849956.48,14151792797.04,1910,802,1108,107,In Progress,23
COMP-000452,LG-000452,29969362770.37,25473958354.81,10699062509.02,14774895845.79,1629,684,945,160,In Progress,22
COMP-000453,LG-000453,6662914064.27,6662914064.27,6504451690.1,158462374.17,2873,2804,69,50,Partially Completed,0
COMP-000454,LG-000454,33059345500.42,33059345500.42,30545878108.13,2513467392.29,3892,3596,296,53,Partially Completed,3
COMP-000455,LG-000455,15479620764.76,15479620764.76,14177458260.98,1302162503.78,1244,1139,105,26,Partially Completed,0
COMP-000456,LG-000456,24138347848.26,24138347848.26,23901814788.3,236533059.96,1843,1824,19,59,Partially Completed,0
COMP-000457,LG-000457,3711080857.05,3154418728.49,1324855865.97,1829562862.52,4275,1795,2480,137,In Progress,15
COMP-000458,LG-000458,13301456113.04,11306237696.08,4748619832.35,6557617863.73,3372,1416,1956,68,In Progress,17
COMP-000459,LG-000459,21892147170.58,19702932453.52,10836612849.44,8866319604.08,3661,2013,1648,76,Partially Completed,11
COMP-000460,LG-000460,4470348845.5,4470348845.5,3918368874.61,551979970.89,4772,4182,590,35,Partially Completed,0
COMP-000461,LG-000461,21162042481.8,21162042481.8,19559288375.39,1602754106.41,2898,2678,220,55,Partially Completed,3
COMP-000462,LG-000462,18439296302.3,18439296302.3,18330841631.5,108454670.8,1775,1764,11,22,Partially Completed,0
COMP-000463,LG-000463,29831061115.91,26847955004.32,14766375252.38,12081579751.94,690,379,311,88,Partially Completed,5
COMP-000464,LG-000464,19198894714.73,19198894714.73,17779544336.37,1419350378.36,3536,3274,262,57,Partially Completed,0
COMP-000465,LG-000465,31806156192.68,27035232763.78,11354797760.79,15680435002.99,1298,545,753,78,In Progress,15
COMP-000466,LG-000466,1313797809.97,1313797809.97,1261149505.08,52648304.89,261,250,11,15,Partially Completed,3
COMP-000467,LG-000467,1474873529.44,1474873529.44,1386808526.68,88065002.76,97,91,6,29,Partially Completed,2
COMP-000468,LG-000468,34444867904.87,29278137719.14,12296817842.04,16981319877.1,615,258,357,146,In Progress,13
